time_s,eeg_uv,theta_filtered,gamma_filtered,theta_phase_rad,gamma_phase_rad
0.216086,2.318973,0.418555,-0.875860,1.026691,-2.603114
0.220088,3.683982,0.332135,0.386948,1.151887,-1.178866
0.224090,3.712637,0.238239,0.839163,1.277468,0.144236
0.228091,3.065972,0.138236,0.217975,1.403892,1.272358
0.232093,1.713450,0.033683,-0.650821,1.530668,2.508185
0.236094,1.749049,-0.073703,-0.498863,1.657844,-2.200984
0.240096,2.449025,-0.182084,0.729422,1.785343,-0.307432
0.244098,1.508557,-0.289541,-0.236333,1.912840,1.909352
0.248099,0.752340,-0.394122,-0.442945,2.040634,-2.117641
0.252101,2.337555,-0.493888,1.042730,2.168082,-0.088760
0.256102,0.725076,-0.586959,-0.220186,2.295804,1.778053
0.260104,0.056381,-0.671564,-0.757178,2.422907,-2.750330
0.264106,0.923199,-0.746076,0.100068,2.550259,-1.283704
0.268107,0.404027,-0.809061,-0.008910,2.676796,-1.597997
0.272109,1.282362,-0.859301,0.748367,2.803557,-0.237813
0.276110,0.390732,-0.895828,0.195287,2.929383,1.365537
0.280112,-0.632943,-0.917939,-0.803309,3.055406,2.975847
0.284114,0.110567,-0.925209,-0.081020,-3.102737,-1.753556
0.288115,0.227050,-0.917498,0.067828,-2.977529,-0.687459
0.292117,0.317018,-0.894946,-0.015625,-2.853280,-1.737593
0.296118,0.425537,-0.857965,-0.026448,-2.728895,-1.675211
0.300120,1.202661,-0.807221,0.695884,-2.605386,-0.420283
0.304122,1.144439,-0.743615,0.547667,-2.481770,1.150880
0.308123,-0.829048,-0.668258,-1.613633,-2.358893,2.802338
0.312125,0.169105,-0.582443,-0.355332,-2.235934,-1.783078
0.316126,2.379576,-0.487616,1.260470,-2.113535,-0.020572
0.320128,0.210585,-0.385346,-0.248821,-1.991073,1.990106
0.324130,1.351809,-0.277298,0.206450,-1.868960,-1.052207
0.328131,0.827232,-0.165197,0.324040,-1.746793,1.168564
0.332133,-0.128706,-0.050808,-0.964457,-1.624744,2.908604
0.336134,0.486878,0.064095,-0.159211,-1.502641,-1.754349
0.340136,1.199027,0.177748,0.590398,-1.380415,-0.201966
0.344138,0.803601,0.288423,0.052914,-1.258127,1.395987
0.348139,0.603013,0.394450,-0.061704,-1.135482,-2.098210
0.352141,1.086245,0.494228,0.356543,-1.012757,0.242987
0.356142,0.796830,0.586254,-0.134091,-0.889456,1.781425
0.360144,-0.070980,0.669130,-0.810270,-0.766050,-3.057139
0.364146,1.125204,0.741584,-0.105955,-0.641877,-1.699069
0.368147,1.435747,0.802487,0.645816,-0.517570,-0.508004
0.372149,1.894794,0.850861,0.607596,-0.392343,0.514190
0.376150,0.703694,0.885899,-0.014261,-0.266949,1.590299
0.380152,0.493208,0.906979,-0.656315,-0.140530,2.783019
0.384154,0.317459,0.913672,-0.377794,-0.013910,-2.306244
0.388155,1.319120,0.905754,0.138467,0.113788,-1.207439
0.392157,1.163927,0.883219,0.223109,0.241722,-0.182132
0.396158,1.327516,0.846284,0.029527,0.370726,-0.201507
0.400160,1.527734,0.795396,0.273395,0.499995,-0.579347
0.404162,1.618873,0.731232,0.496688,0.630269,0.807605
0.408163,0.753180,0.654702,-0.674207,0.760830,2.278455
0.412165,-0.258753,0.566938,-0.950409,0.892277,-2.521072
0.416166,1.932841,0.469286,0.524811,1.024026,-1.070248
0.420168,1.085640,0.363289,0.842119,1.156500,0.315434
0.424170,1.011914,0.250667,-0.044387,1.289283,1.640875
0.428171,-0.456368,0.133292,-0.369189,1.422598,2.981183
0.432173,0.473411,0.013157,0.004120,1.556226,-1.534845
0.436174,-0.155408,-0.107658,-0.060374,1.690177,1.874283
0.440176,-0.397185,-0.227025,-0.402615,1.824440,-2.867347
0.444178,0.220915,-0.342806,0.054757,1.958821,-1.466569
0.448179,0.116257,-0.452895,0.494994,2.093507,-0.103046
0.452181,0.284954,-0.555260,0.109033,2.228125,1.256957
0.456182,-1.094715,-0.647986,-0.131293,2.363039,2.818285
0.460184,-0.120785,-0.729316,0.137641,2.497726,0.104694
0.464186,-1.504062,-0.797687,-0.035778,2.632695,1.675087
0.468187,-1.066299,-0.851771,-0.452876,2.767318,3.026155
0.472189,-1.530660,-0.890499,-0.158700,2.902204,-1.940983
0.476190,-0.321764,-0.913091,0.223804,3.036670,-0.654803
0.480192,-0.843452,-0.919073,0.041050,-3.111806,-0.690391
0.484194,-0.157409,-0.908287,0.269887,-2.977544,-0.597257
0.488195,-0.308143,-0.880901,0.382144,-2.843060,0.811181
0.492197,-0.962022,-0.837400,-0.408246,-2.709002,2.316120
0.496198,-1.207913,-0.778585,-0.324164,-2.574748,-2.338879
0.500200,-0.346546,-0.705554,0.258292,-2.440862,-0.284793
0.504202,-1.209965,-0.619683,-0.197164,-2.306808,2.312399
0.508203,-0.518373,-0.522595,-0.188636,-2.173033,-2.031049
0.512205,-0.546150,-0.416133,0.399912,-2.039122,-0.297713
0.516206,-0.063076,-0.302318,-0.041894,-1.905379,1.737942
0.520208,-0.832936,-0.183310,0.009041,-1.771535,-1.542993
0.524210,0.798204,-0.061361,0.671137,-1.637732,0.360404
0.528211,-0.886638,0.061226,-0.354124,-1.503864,1.924589
0.532213,-0.680455,0.182149,-1.067404,-1.369906,-2.923356
0.536214,0.044377,0.299150,-0.068545,-1.235917,-1.643252
0.540216,1.368170,0.410058,0.624808,-1.101712,-0.594815
0.544218,1.231681,0.512836,0.643234,-0.967506,0.317293
0.548219,0.898303,0.605617,0.159703,-0.832969,1.310572
0.552221,0.262733,0.686738,-0.284222,-0.698455,2.232520
0.556222,0.087870,0.754769,-0.351704,-0.563510,2.662630
0.560224,-0.178856,0.808537,-0.607149,-0.428603,-2.881540
0.564226,0.212912,0.847142,-0.104159,-0.293190,-1.697986
0.568227,1.173268,0.869969,0.731311,-0.157819,-0.436736
0.572229,0.740028,0.876695,0.478692,-0.021898,0.714667
0.576230,0.164475,0.867290,-0.016566,0.113986,1.604600
0.580232,-0.443555,0.842017,-0.396853,0.250428,2.486353
0.584234,-0.811082,0.801418,-0.454583,0.386846,-2.635116
0.588235,-0.291531,0.746304,0.101054,0.523797,-1.341485
0.592237,-0.348433,0.677742,0.313052,0.660743,-0.131258
0.596238,-0.276730,0.597029,0.172861,0.798162,0.822529
0.600240,-0.635347,0.505676,-0.113764,0.935600,1.959629
0.604242,-0.586231,0.405382,-0.326722,1.073416,-2.812344
0.608243,0.015685,0.298006,0.163538,1.211275,-1.071084
0.612245,0.092577,0.185535,0.203790,1.349390,0.865509
0.616246,-0.184752,0.070057,-0.305260,1.487566,2.866865
0.620248,-0.329000,-0.046279,-0.025918,1.625855,-1.648355
0.624250,0.317245,-0.161298,0.318331,1.764214,-0.280791
0.628251,-0.539553,-0.272841,0.274320,1.902534,0.801687
0.632253,-0.773340,-0.378804,-0.264670,2.040921,2.088164
0.636255,-1.737931,-0.477186,-0.521273,2.179114,-2.651061
0.640256,-0.814332,-0.566123,0.304075,2.317361,-0.878466
0.644258,-1.218714,-0.643937,0.045561,2.455271,1.420165
0.648259,-1.875149,-0.709170,-0.240621,2.593210,-2.240795
0.652261,-0.742560,-0.760616,0.529353,2.730689,-0.260273
0.656263,-1.991844,-0.797356,0.051057,2.868163,1.479048
0.660264,-1.970749,-0.818773,-0.423306,3.005080,3.098541
0.664266,-2.324866,-0.824570,-0.052719,-3.141241,-1.773119
0.668267,-1.713887,-0.814781,0.160718,-3.005000,-0.664784
0.672269,-2.002117,-0.789765,0.201596,-2.868868,0.647260
0.676271,-2.056438,-0.750195,-0.179020,-2.733397,2.162345
0.680272,-2.196714,-0.697045,-0.332525,-2.598101,-2.636982
0.684274,-1.382125,-0.631559,0.154311,-2.463474,-1.210919
0.688275,-0.911146,-0.555215,0.478354,-2.329092,0.261209
0.692277,-1.262739,-0.469691,-0.160433,-2.195362,1.894706
0.696279,-1.182096,-0.376815,-0.338237,-2.061950,-2.450302
0.700280,-0.247888,-0.278517,0.447292,-1.929147,-0.071585
0.704282,-0.671987,-0.176785,-0.377540,-1.796735,2.158627
0.708283,-0.845351,-0.073612,-0.547894,-1.664868,-2.208554
0.712285,0.872873,0.029046,0.883014,-1.533459,-0.399721
0.716287,0.090187,0.129317,0.106825,-1.402519,1.423609
0.720288,-0.444476,0.225449,-0.312703,-1.272094,-2.711776
0.724290,0.333893,0.315839,0.286287,-1.142050,0.476302
0.728291,-0.727166,0.399062,-0.432352,-1.012564,2.540024
0.732293,-0.226665,0.473888,-0.232287,-0.883365,-2.099365
0.736295,-0.104251,0.539294,0.057829,-0.754753,-1.280290
0.740296,0.228175,0.594469,0.244661,-0.626336,-1.056564
0.744298,0.976622,0.638818,0.869297,-0.498515,0.392974
0.748299,-0.421294,0.671951,-0.445181,-0.370804,1.957438
0.752301,-0.740576,0.693678,-1.050524,-0.243677,-2.771691
0.756303,0.285882,0.703996,0.226842,-0.116583,-1.288415
0.760304,0.769593,0.703071,0.381703,0.009962,-0.050141
0.764306,0.023115,0.691222,0.188029,0.136538,-0.261857
0.768307,0.705160,0.668901,0.436782,0.262623,0.345403
0.772309,-0.512791,0.636678,0.081718,0.388792,1.457844
0.776311,-0.734776,0.595224,-0.849411,0.514552,2.703251
0.780312,-1.286721,0.545290,-0.603893,0.640437,-2.232122
0.784314,0.588214,0.487697,0.484308,0.766015,-0.875339
0.788315,-0.004374,0.423325,0.355174,0.891748,0.086062
0.792317,0.433523,0.353103,0.443431,1.017293,0.178448
0.796319,-0.170919,0.278002,0.070123,1.143004,1.477766
0.800320,-1.073119,0.199033,-0.748555,1.268653,3.124344
0.804322,-0.341142,0.117239,0.183471,1.394468,-1.155600
0.808323,-0.608686,0.033696,-0.108091,1.520346,1.868551
0.812325,-1.127450,-0.050495,-0.357374,1.646377,-2.114262
0.816327,0.341114,-0.134210,0.827232,1.772592,-0.231851
0.820328,-0.735292,-0.216304,-0.013730,1.898940,1.589297
0.824330,-1.001260,-0.295621,-0.423111,2.025582,-2.853276
0.828331,-0.510464,-0.371002,0.077649,2.152330,-0.592431
0.832333,-1.030714,-0.441297,-0.202600,2.279462,-2.822691
0.836335,-0.534560,-0.505378,0.159082,2.406674,-1.038974
0.840336,-0.874261,-0.562159,0.189715,2.534337,0.317462
0.844338,-0.818445,-0.610613,0.249596,2.662054,0.221143
0.848339,-1.121489,-0.649797,0.051779,2.790266,1.493134
0.852341,-2.434004,-0.678873,-0.997992,2.918511,3.027226
0.856343,-1.366645,-0.697137,-0.162667,3.047268,-1.719672
0.860344,-0.870946,-0.704038,0.861792,-3.107139,-0.264172
0.864346,-1.004454,-0.699203,0.330034,-2.977853,0.874836
0.868347,-1.924568,-0.682455,0.140576,-2.848547,1.240001
0.872349,-1.906832,-0.653831,-0.394992,-2.718759,2.208424
0.876351,-2.764544,-0.613593,-0.641144,-2.588939,-2.809411
0.880352,-1.607820,-0.562234,-0.117934,-2.458681,-1.816838
0.884354,-1.463604,-0.500475,0.156289,-2.328369,-1.290457
0.888355,-0.470651,-0.429266,0.913375,-2.197674,-0.132651
0.892357,-0.711917,-0.349764,0.254441,-2.066891,1.342947
0.896359,-2.459357,-0.263318,-1.040738,-1.935787,2.904789
0.900360,-0.888046,-0.171445,-0.216030,-1.804553,-1.836923
0.904362,-0.903721,-0.075794,0.465181,-1.673062,-0.508104
0.908363,-0.252527,0.021881,0.407594,-1.541392,0.382836
0.912365,-0.824054,0.119761,0.056690,-1.409532,1.474490
0.916367,-1.231538,0.216006,-0.679780,-1.277444,2.883681
0.920368,-0.215125,0.308789,-0.175173,-1.145229,-1.851525
0.924370,0.050526,0.396343,0.369182,-1.012742,0.019874
0.928371,0.109856,0.476996,-0.390929,-0.880187,3.044321
0.932373,-0.105160,0.549208,0.263263,-0.747321,-1.285659
0.936375,1.570941,0.611606,1.340977,-0.614439,0.294631
0.940376,-1.011591,0.663012,-0.320323,-0.481219,1.780303
0.944378,-1.563751,0.702463,-1.287390,-0.348022,-3.112869
0.948379,-0.972626,0.729231,-0.302863,-0.214472,-1.949704
0.952381,0.021335,0.742833,0.150380,-0.080974,-1.284703
0.956383,0.122740,0.743040,0.445640,0.052874,-0.597352
0.960384,0.856090,0.729878,0.472474,0.186650,0.197515
0.964386,0.000351,0.703622,0.398460,0.320748,0.763984
0.968387,0.294954,0.664795,-0.144071,0.454760,1.747801
0.972389,-1.878382,0.614145,-0.946360,0.589049,3.003255
0.976391,-0.395065,0.552635,-0.384439,0.723246,-2.024785
0.980392,-0.852635,0.481415,0.436915,0.857660,-0.922065
0.984394,0.072769,0.401799,0.653035,0.991988,0.082220
0.988395,-1.040639,0.315243,0.237739,1.126460,1.161373
0.992397,-1.173480,0.223312,-0.236746,1.260863,2.121052
0.996399,-1.454388,0.127652,-0.391690,1.395331,2.660723
1.000400,-1.422128,0.029964,-0.605584,1.529755,-2.724138
1.004402,-0.839330,-0.068026,0.024823,1.664166,-1.539315
1.008403,0.156743,-0.164597,0.674330,1.798564,-0.430286
1.012405,-0.372642,-0.258055,0.639324,1.932874,0.484345
1.016407,-0.572607,-0.346766,0.053433,2.067204,1.504938
1.020408,-2.070499,-0.429178,-0.686820,2.201379,2.686904
1.024410,-1.448783,-0.503846,-0.453129,2.335603,-2.634541
1.028411,-1.836715,-0.569460,-0.358489,2.469617,-2.238475
1.032413,-0.682861,-0.624864,0.423141,2.603706,-1.135200
1.036415,-0.195965,-0.669078,1.186620,2.737546,0.316702
1.040416,-1.264016,-0.701318,-0.301602,2.871483,1.834896
1.044418,-2.310607,-0.721003,-0.803792,3.005154,-3.037012
1.048419,-1.145292,-0.727780,-0.274851,3.138935,-2.093290
1.052421,-1.380621,-0.721520,0.331723,-3.010737,-1.113848
1.056423,-0.044346,-0.702335,0.943137,-2.877108,0.412207
1.060424,-2.236787,-0.670572,-0.604713,-2.743729,2.140083
1.064426,-1.898720,-0.626811,-0.674733,-2.610239,-2.315015
1.068427,-0.611892,-0.571861,0.684486,-2.476968,-0.372459
1.072429,-1.414263,-0.506743,-0.081318,-2.343603,1.738561
1.076431,-1.289605,-0.432675,-0.244079,-2.210416,-2.389606
1.080432,-1.107398,-0.351050,0.154376,-2.077162,-0.587511
1.084434,-0.951481,-0.263409,0.085518,-1.944039,-0.505587
1.088435,-0.900112,-0.171409,0.247000,-1.810888,0.416665
1.092437,-1.007044,-0.076792,-0.061454,-1.677820,1.741713
1.096439,-1.294916,0.018653,-0.357623,-1.544772,2.872507
1.100440,-0.691571,0.113131,-0.306206,-1.411763,-2.392091
1.104442,-0.344076,0.204874,0.180616,-1.278833,-1.184324
1.108443,0.867759,0.292187,0.425853,-1.145907,0.165866
1.112445,-0.030609,0.373478,0.029216,-1.013124,1.455256
1.116447,0.992099,0.447300,0.002107,-0.880321,1.550187
1.120448,0.160709,0.512377,-0.114353,-0.747726,2.015050
1.124450,0.656534,0.567628,-0.407247,-0.615098,-3.067879
1.128451,0.282718,0.612188,-0.162410,-0.482738,-1.886143
1.132453,1.366171,0.645419,0.518572,-0.350343,-0.696301
1.136455,1.187417,0.666917,0.717631,-0.218267,0.564489
1.140456,0.357648,0.676512,-0.281830,-0.086166,1.863434
1.144458,-0.557376,0.674257,-1.018700,0.045578,-3.131034
1.148459,0.314280,0.660421,-0.291051,0.177328,-1.874031
1.152461,1.077931,0.635469,0.677372,0.308703,-0.648147
1.156463,1.045826,0.600044,0.546047,0.440057,0.524444
1.160464,0.130013,0.554941,0.062819,0.571035,1.386944
1.164466,0.205232,0.501087,0.068994,0.701963,1.381407
1.168467,-0.882733,0.439513,-0.502360,0.832538,2.317370
1.172469,-1.071983,0.371331,-0.919916,0.963036,-2.673285
1.176471,-0.272667,0.297710,0.275470,1.093230,-1.319831
1.180472,0.756489,0.219857,0.967151,1.223330,-0.003964
1.184474,-0.186458,0.138997,0.293943,1.353202,1.147672
1.188475,-0.560046,0.056363,-0.255222,1.482972,2.027545
1.192477,-0.954602,-0.026821,-0.622196,1.612609,3.006198
1.196479,-0.707820,-0.109345,-0.270486,1.742152,-2.009968
1.200480,0.340175,-0.190022,0.394017,1.871672,-0.624886
1.204482,-0.284555,-0.267698,0.179447,2.001118,0.616269
1.208483,0.368951,-0.341249,0.155145,2.130661,0.293666
1.212485,-0.479641,-0.409593,0.023368,2.260162,1.509272
1.216487,-0.282888,-0.471696,-0.477212,2.389878,-3.097746
1.220488,-0.462680,-0.526577,0.165364,2.519594,-1.178270
1.224490,-0.063329,-0.573321,0.146849,2.649630,1.155548
1.228491,-1.149952,-0.611091,-0.436241,2.779715,-2.717286
1.232493,-0.414694,-0.639143,0.475080,2.910210,-0.749143
1.236495,-0.259830,-0.656842,0.397187,3.040805,0.927462
1.240496,-1.712151,-0.663679,-0.308677,-3.111306,2.238889
1.244498,-0.960511,-0.659293,-0.476420,-2.980075,2.977567
1.248499,-1.674801,-0.643484,-0.414801,-2.848318,-2.167502
1.252501,0.236574,-0.616234,0.669660,-2.716347,-0.655140
1.256503,-0.313957,-0.577721,0.354773,-2.583823,0.989620
1.260504,-0.967123,-0.528330,-0.223900,-2.451022,2.786066
1.264506,-0.252576,-0.468659,0.101961,-2.317659,0.941774
1.268507,-1.550734,-0.399528,-0.365986,-2.183959,2.865914
1.272509,-0.549667,-0.321972,0.011381,-2.049705,-1.537854
1.276511,-1.148130,-0.237239,0.103867,-1.915057,0.664273
1.280512,-0.814853,-0.146772,0.012238,-1.779881,-1.520131
1.284514,-0.212112,-0.052189,0.569419,-1.644263,0.411703
1.288515,-1.162025,0.044744,-0.478250,-1.508160,2.100903
1.292517,-1.085230,0.142147,-0.973209,-1.371577,-2.649463
1.296519,-0.010401,0.238066,0.284560,-1.234564,-1.305269
1.300520,1.240327,0.330519,1.019026,-1.097049,-0.179129
1.304522,0.613494,0.417543,0.713993,-0.959165,0.879967
1.308523,-0.423230,0.497245,-0.586366,-0.820774,2.065141
1.312525,-1.072065,0.567851,-1.140925,-0.682081,-2.923789
1.316527,0.210864,0.627753,-0.038717,-0.542891,-1.617197
1.320528,0.814093,0.675554,0.279835,-0.403470,-0.632692
1.324530,0.803603,0.710114,0.215218,-0.263584,-0.942038
1.328531,1.513744,0.730576,0.655677,-0.123542,0.135275
1.332533,0.823598,0.736402,0.116675,0.016908,1.395923
1.336535,0.342592,0.727386,-0.334842,0.157439,2.358914
1.340536,0.081459,0.703666,-0.497125,0.298298,2.846917
1.344538,-0.134499,0.665722,-0.572422,0.439165,-2.365027
1.348539,1.020852,0.614361,0.497442,0.580261,-0.993143
1.352541,1.106529,0.550702,0.685757,0.721291,0.400445
1.356543,0.518259,0.476146,0.034918,0.862433,1.489176
1.360544,0.190373,0.392335,-0.126042,1.003437,1.871991
1.364546,-0.461236,0.301114,-0.713481,1.144420,2.986951
1.368547,-0.327255,0.204475,-0.262358,1.285194,-1.870442
1.372549,0.523705,0.104510,0.749880,1.425807,-0.463754
1.376551,-0.046416,0.003352,0.510358,1.566144,0.709726
1.380552,-0.862763,-0.096876,-0.032725,1.706177,1.618589
1.384554,-1.693426,-0.194119,-0.846654,1.845875,2.800474
1.388555,-1.586858,-0.286432,-0.434300,1.985133,-2.015354
1.392557,0.060365,-0.372031,0.814406,2.124004,-0.407298
1.396559,-0.776801,-0.449324,0.143000,2.262316,1.318343
1.400560,-0.657225,-0.516944,-0.199684,2.400201,-2.855588
1.404562,-0.240998,-0.573771,0.160301,2.537431,0.727108
1.408563,-0.624968,-0.618945,-0.365983,2.674204,2.759014
1.412565,-0.135857,-0.651872,-0.071023,2.810251,-1.747909
1.416567,-0.100695,-0.672228,0.219552,2.945822,-0.004274
1.420568,-0.160791,-0.679946,-0.019686,3.080624,-1.756594
1.424570,-0.122737,-0.675212,0.438583,-3.068247,0.037802
1.428571,-0.525812,-0.658439,-0.099883,-2.934716,1.733717
1.432573,-0.998017,-0.630257,-0.485141,-2.801678,-2.722231
1.436575,-0.061105,-0.591480,0.341340,-2.669412,-0.247637
1.440576,-0.259139,-0.543086,-0.397308,-2.537638,2.308421
1.444578,-0.400839,-0.486186,-0.473743,-2.406598,-2.180490
1.448579,1.280586,-0.421997,0.545897,-2.276040,-0.694286
1.452581,0.888316,-0.351812,0.413123,-2.146152,0.053042
1.456583,1.070617,-0.276973,0.622891,-2.016727,0.545811
1.460584,0.133110,-0.198848,-0.341065,-1.887883,1.892356
1.464586,-1.172555,-0.118804,-0.951389,-1.759475,-2.877123
1.468587,0.516634,-0.038189,0.092286,-1.631547,-1.369522
1.472589,-0.315700,0.041684,-0.199985,-1.504025,-2.559229
1.476591,0.885552,0.119560,0.322218,-1.376876,-1.142024
1.480592,1.707522,0.194252,0.928271,-1.250107,0.385323
1.484594,0.420312,0.264659,-0.268304,-1.123607,1.847224
1.488595,0.591543,0.329776,-0.919898,-0.997461,-3.052275
1.492597,0.718506,0.388703,-0.044406,-0.871488,-1.618336
1.496599,2.464523,0.440659,0.923906,-0.745845,-0.027528
1.500600,0.850061,0.484982,-0.120652,-0.620290,1.727239
1.504602,0.794335,0.521140,-0.406904,-0.495042,-2.501776
1.508603,1.796407,0.548731,0.439264,-0.369814,0.113862
1.512605,0.746838,0.567485,-0.413147,-0.244872,2.248034
1.516607,1.150173,0.577267,-0.562251,-0.119900,-2.388593
1.520608,1.921229,0.578071,0.373365,0.004802,-1.018389
1.524610,2.289508,0.570024,0.599764,0.129560,0.108408
1.528611,2.139859,0.553377,0.240499,0.254061,1.088540
1.532613,1.187437,0.528500,-0.144647,0.378619,1.893736
1.536615,1.535640,0.495878,-0.474563,0.502930,2.616207
1.540616,0.508865,0.456094,-0.643493,0.627279,-2.600249
1.544618,2.215392,0.409826,0.212218,0.751392,-1.314308
1.548619,1.956001,0.357830,0.712356,0.875509,0.005519
1.552621,1.932919,0.300930,0.178039,0.999402,1.158346
1.556623,1.128081,0.240001,-0.015983,1.123253,1.627318
1.560624,0.927302,0.175960,-0.292193,1.246896,2.283099
1.564626,0.140963,0.109747,-0.582018,1.370446,-2.758096
1.568627,0.932514,0.042312,0.159258,1.493815,-1.343273
1.572629,0.944861,-0.025395,0.649254,1.617047,0.139146
1.576631,0.692302,-0.092441,-0.008154,1.740140,1.588049
1.580632,-0.057825,-0.157916,-0.199564,1.863064,2.566145
1.584634,0.540450,-0.220945,-0.318499,1.985906,2.896524
1.588635,0.074019,-0.280691,-0.261188,2.108569,-2.073120
1.592637,1.348347,-0.336366,0.474170,2.231220,-0.554481
1.596639,0.871140,-0.387231,0.217906,2.353705,0.835582
1.600640,0.744307,-0.432606,0.166184,2.476259,0.703718
1.604642,0.600873,-0.471865,-0.159290,2.598679,1.845138
1.608643,-0.437670,-0.504451,-0.755756,2.721253,-2.779019
1.612645,1.021964,-0.529872,0.446344,2.843740,-0.959511
1.616647,0.733035,-0.547712,0.271805,2.966466,1.101092
1.620648,-0.270587,-0.557635,-0.509364,3.089167,-2.824515
1.624650,1.337727,-0.559391,0.510956,-3.071001,-0.672437
1.628651,0.269385,-0.552826,0.296489,-2.947936,1.158659
1.632653,0.371717,-0.537882,-0.675968,-2.824488,2.848755
1.636655,-0.099014,-0.514616,-0.094405,-2.700913,-1.743146
1.640656,1.305610,-0.483196,0.300515,-2.576903,0.245731
1.644658,-0.071545,-0.443916,-0.295547,-2.452687,-3.038073
1.648659,1.155342,-0.397195,0.392126,-2.328000,-0.894330
1.652661,0.891396,-0.343583,0.558439,-2.203030,0.871719
1.656663,-0.162854,-0.283764,-0.711868,-2.077572,2.560731
1.660664,-0.023982,-0.218549,-0.269571,-1.951764,-2.089590
1.664666,0.560980,-0.148879,0.018273,-1.825471,-1.317505
1.668667,0.109223,-0.075806,-0.063743,-1.698774,-1.708497
1.672669,1.320350,-0.000490,0.757444,-1.571617,-0.211487
1.676671,0.644269,0.075827,0.316736,-1.444019,1.180308
1.680672,-0.066728,0.151835,-0.542181,-1.316003,2.320110
1.684674,-0.124787,0.226187,-0.908658,-1.187529,-2.899511
1.688675,0.472047,0.297524,-0.039173,-1.058695,-1.605079
1.692677,2.403908,0.364503,1.122041,-0.929407,-0.170464
1.696679,1.086674,0.425835,0.276241,-0.799834,1.234611
1.700680,1.259741,0.480314,-0.249264,-0.669833,2.189090
1.704682,0.853721,0.526846,-0.420797,-0.539629,2.542758
