time_s,eeg_uv,theta_filtered,gamma_filtered,theta_phase_rad,gamma_phase_rad
0.696279,3.596382,1.387329,1.801550,0.318903,0.842255
0.700280,1.085616,1.305675,-0.704151,0.462640,1.842744
0.704282,-1.071419,1.197358,-2.468330,0.606357,2.844993
0.708283,-0.446971,1.064493,-1.892745,0.750760,-2.420570
0.712285,1.642907,0.909710,0.374291,0.895142,-1.414826
0.716287,3.565326,0.736097,2.125559,1.040036,-0.433547
0.720288,3.127154,0.547151,1.997922,1.184908,0.572417
0.724290,0.812755,0.346700,-0.188923,1.330072,1.649333
0.728291,-1.659533,0.138834,-2.131308,1.475209,2.776215
0.732293,-1.254197,-0.072191,-1.454355,1.620396,-2.402145
0.736295,0.187003,-0.282037,0.276963,1.765549,-1.399783
0.740296,0.947949,-0.486379,1.293651,1.910509,-0.474082
0.744298,0.754104,-0.681000,1.216703,2.055433,0.505172
0.748299,-0.804180,-0.861881,0.051289,2.199943,1.530681
0.752301,-1.953440,-1.025285,-0.917187,2.344413,2.509689
0.756303,-2.371785,-1.167846,-1.024293,2.488287,-2.846463
0.760304,-1.788074,-1.286638,-0.324334,2.632120,-1.876927
0.764306,-0.793184,-1.379238,0.697364,2.775227,-0.852763
0.768307,-0.508545,-1.443779,1.000471,2.918292,0.156931
0.772309,-1.060852,-1.478986,0.412978,3.060563,1.148025
0.776311,-1.999139,-1.484200,-0.594401,-3.080392,2.185739
0.780312,-2.431063,-1.459390,-1.004640,-2.938965,-3.045448
0.784314,-1.671050,-1.405148,-0.468871,-2.797579,-2.071653
0.788315,-0.814764,-1.322674,0.432859,-2.656945,-1.140891
0.792317,0.150731,-1.213740,1.158880,-2.516358,-0.138948
0.796319,-0.232395,-1.080651,0.778408,-2.376421,0.910368
0.800320,-1.250857,-0.926191,-0.465062,-2.236535,1.928426
0.804322,-1.935873,-0.753557,-1.393739,-2.097158,2.902472
0.808323,-1.385834,-0.566291,-1.180573,-1.957840,-2.387077
0.812325,0.513217,-0.368206,0.387761,-1.818861,-1.354315
0.816327,2.226516,-0.163300,1.849218,-1.679950,-0.325401
0.820328,2.051722,0.044324,1.639741,-1.541191,0.692836
0.824330,0.159432,0.250543,-0.406027,-1.402507,1.744120
0.828331,-1.828452,0.451293,-2.385659,-1.263781,2.832640
0.832333,-0.881298,0.642648,-1.796758,-1.125134,-2.371759
0.836335,1.607935,0.820891,0.529298,-0.986261,-1.349790
0.840336,3.577682,0.982584,2.218903,-0.847466,-0.384512
0.844338,3.405515,1.124631,2.091335,-0.708283,0.584660
0.848339,1.195917,1.244331,-0.071613,-0.569174,1.597680
0.852341,-1.285966,1.339424,-2.417562,-0.429543,2.634353
0.856343,-1.203213,1.408129,-2.428682,-0.289974,-2.613605
0.860344,1.259707,1.449167,-0.035965,-0.149790,-1.583543
0.864346,3.857601,1.461788,2.369088,-0.009650,-0.560728
0.868347,3.846326,1.445773,2.485733,0.131149,0.450923
0.872349,1.572183,1.401447,0.308628,0.271925,1.457949
0.876351,-1.187176,1.329666,-2.136515,0.413352,2.469501
0.880352,-1.583754,1.231804,-2.549974,0.554777,-2.794237
0.884354,0.396888,1.109726,-0.520222,0.696797,-1.766966
0.888355,3.138817,0.965755,1.930929,0.838842,-0.730938
0.892357,3.393884,0.802636,2.344228,0.981378,0.318208
0.896359,1.572208,0.623491,0.448764,1.123963,1.371078
0.900360,-0.926241,0.431763,-1.467870,1.266897,2.395379
0.904362,-1.210517,0.231157,-1.718621,1.409899,-2.907071
0.908363,-0.564644,0.025572,-0.576785,1.553086,-1.942194
0.912365,0.914724,-0.180972,0.774053,1.696359,-0.996261
0.916367,1.235306,-0.384406,1.323287,1.839645,-0.105872
0.920368,0.839027,-0.580689,0.972428,1.983034,0.810740
0.924370,-0.816836,-0.765891,-0.475105,2.126272,1.877733
0.928371,-2.256881,-0.936262,-1.609982,2.269626,3.068293
0.932373,-1.424505,-1.088321,-0.598961,2.412687,-1.998721
0.936375,-0.344173,-1.218923,0.727500,2.555874,-0.876897
0.940376,-0.325982,-1.325330,0.911338,2.698660,0.049481
0.944378,-0.794223,-1.405270,0.542683,2.841577,0.926357
0.948379,-1.909105,-1.456996,-0.356901,2.984028,1.946548
0.952381,-2.505694,-1.479324,-0.975315,3.126612,3.039571
0.956383,-2.196313,-1.471668,-0.533425,-3.014477,-2.194296
0.960384,-1.334261,-1.434061,0.253652,-2.872254,-1.270447
0.964386,-0.734172,-1.367158,0.856574,-2.730496,-0.403624
0.968387,-0.633656,-1.272231,0.944566,-2.588620,0.569065
0.972389,-1.513196,-1.151147,-0.094570,-2.447147,1.643126
0.976391,-2.625021,-1.006331,-1.305293,-2.305573,2.735200
0.980392,-2.145470,-0.840719,-1.185574,-2.164307,-2.500310
0.984394,-0.573823,-0.657695,0.119677,-2.022961,-1.494383
0.988395,1.056746,-0.461024,1.512351,-1.881805,-0.473722
0.992397,1.329350,-0.254765,1.513813,-1.740595,0.566640
0.996399,-0.197913,-0.043186,-0.013442,-1.599442,1.578108
1.000400,-1.350642,0.169331,-1.594713,-1.458261,2.550097
1.004402,-1.533188,0.378382,-1.927567,-1.317001,-2.755362
1.008403,0.559319,0.579640,-0.402588,-1.175739,-1.750106
1.012405,2.960248,0.768945,1.782822,-1.034269,-0.733596
1.016407,3.720724,0.942398,2.420194,-0.892823,0.278905
1.020408,2.075573,1.096440,0.729873,-0.751058,1.290427
1.024410,-0.761988,1.227933,-1.861105,-0.609339,2.312769
1.028411,-1.356923,1.334218,-2.765668,-0.467212,-2.937773
1.032413,0.406658,1.413167,-0.937326,-0.325147,-1.909289
1.036415,3.563989,1.463226,1.723975,-0.182618,-0.900360
1.040416,4.436722,1.483440,2.737762,-0.040164,0.088753
1.044418,2.954778,1.473473,1.293730,0.102772,1.087356
1.048419,-0.138957,1.433605,-1.460738,0.245625,2.119669
1.052421,-1.768881,1.364726,-2.705670,0.388935,-3.123985
1.056423,-0.411186,1.268302,-1.339728,0.532162,-2.121044
1.060424,1.711697,1.146346,1.038257,0.675787,-1.143120
1.064426,3.295723,1.001369,2.494488,0.819335,-0.135102
1.068427,2.021694,0.836328,1.527143,0.963188,0.909232
1.072429,-0.591753,0.654568,-0.887556,1.106973,1.952911
1.076431,-2.188869,0.459747,-2.243368,1.250942,2.979428
1.080432,-1.574525,0.255772,-1.410902,1.394858,-2.268499
1.084434,0.641816,0.046712,0.739468,1.538824,-1.207792
1.088435,1.678634,-0.163272,1.872168,1.682757,-0.149048
1.092437,0.853322,-0.370006,1.073747,1.826605,0.879703
1.096439,-0.882338,-0.569382,-0.471045,1.970442,1.889420
1.100440,-1.978182,-0.757436,-1.287306,2.114070,2.884382
1.104442,-1.726347,-0.930417,-0.912663,2.257709,-2.451550
1.108443,-0.977517,-1.084865,0.037746,2.401035,-1.537192
1.112445,-0.037888,-1.217673,0.951400,2.544398,-0.577219
1.116447,-0.052344,-1.326145,1.032960,2.687375,0.438332
1.120448,-0.980699,-1.408054,0.132396,2.830413,1.453002
1.124450,-2.088304,-1.461684,-0.895055,2.973030,2.452937
1.128451,-2.417702,-1.485866,-1.173786,3.115730,-2.774157
1.132453,-1.346608,-1.480010,-0.083209,-3.025174,-1.633872
1.136455,-0.183525,-1.444120,1.111877,-2.882792,-0.475229
1.140456,-0.411161,-1.378801,0.890215,-2.740790,0.594608
1.144458,-1.288263,-1.285255,0.079869,-2.598674,1.486529
1.148459,-1.985819,-1.165264,-0.696411,-2.456867,2.317906
1.152461,-2.493897,-1.021161,-1.218131,-2.314939,-3.003196
1.156463,-1.572666,-0.855792,-0.523723,-2.173224,-1.950373
1.160464,-0.013930,-0.672466,0.961454,-2.031390,-0.892994
1.164466,0.818603,-0.474887,1.615041,-1.889657,0.137355
1.168467,0.026166,-0.267087,0.715613,-1.747811,1.148366
1.172469,-1.511605,-0.053338,-1.042735,-1.605944,2.153038
1.176471,-2.163078,0.161931,-2.083793,-1.463978,-3.116040
1.180472,-0.783146,0.374229,-1.114486,-1.321871,-2.083071
1.184474,1.991641,0.579101,1.220123,-1.179684,-1.041962
1.188475,3.482659,0.772227,2.511195,-1.037246,-0.007267
1.192477,2.349173,0.949517,1.352502,-0.894751,1.016334
1.196479,-0.151209,1.107207,-1.153065,-0.751914,2.029221
1.200480,-1.618038,1.241944,-2.615793,-0.609043,3.032497
1.204482,-0.330835,1.350859,-1.681080,-0.465762,-2.255502
1.208483,2.410943,1.431637,0.823533,-0.322470,-1.261134
1.212485,4.645968,1.482567,2.668422,-0.178736,-0.253166
1.216487,3.944681,1.502587,1.992713,-0.035016,0.770132
1.220488,1.297440,1.491307,-0.604375,0.109143,1.792458
1.224490,-0.863703,1.449021,-2.564220,0.253261,2.804962
1.228491,-0.557618,1.376696,-2.108899,0.397776,-2.463808
1.232493,1.956630,1.275943,0.366414,0.542228,-1.434238
1.236495,3.744774,1.148986,2.417418,0.687003,-0.396436
1.240496,3.351908,0.998599,2.031399,0.831692,0.625145
1.244498,0.497205,0.828050,-0.137074,0.976595,1.627185
1.248499,-1.600405,0.641018,-2.140654,1.121391,2.653883
1.252501,-2.065036,0.441504,-1.957215,1.266272,-2.554641
1.256503,0.192006,0.233743,0.195969,1.411027,-1.478142
1.260504,1.324766,0.022101,1.615649,1.555726,-0.472313
1.264506,1.113282,-0.189014,1.458923,1.700287,0.455219
1.268507,-0.304898,-0.395255,0.260558,1.844650,1.404166
1.272509,-2.100401,-0.592422,-1.125035,1.988868,2.410217
1.276511,-2.481808,-0.776550,-1.359285,2.132754,-2.873781
1.280512,-1.823606,-0.943993,-0.431084,2.276491,-1.895118
1.284514,-0.531022,-1.091489,0.868098,2.419787,-0.866870
1.288515,-0.090855,-1.216223,1.249403,2.562937,0.215362
1.292517,-1.131698,-1.315873,0.326744,2.705567,1.285478
1.296519,-2.009584,-1.388645,-0.726137,2.848060,2.324420
1.300520,-2.446758,-1.433303,-0.953068,2.989990,-2.909650
1.304522,-1.574602,-1.449175,-0.266488,3.131797,-1.886228
1.308523,-0.999088,-1.436161,0.400450,-3.010145,-1.018049
1.312525,-0.429617,-1.394722,0.844093,-2.869010,-0.210149
1.316527,-0.477325,-1.325858,0.761224,-2.728401,0.806467
1.320528,-1.557629,-1.231082,-0.471180,-2.587879,1.952039
1.324530,-2.259335,-1.112385,-1.290629,-2.447809,3.070202
1.328531,-1.421050,-0.972189,-0.765784,-2.307804,-2.204842
1.332533,-0.191742,-0.813303,0.453719,-2.168148,-1.241233
1.336535,1.171637,-0.638863,1.539795,-2.028533,-0.219828
1.340536,0.534649,-0.452276,1.136355,-1.889141,0.839757
1.344538,-0.912220,-0.257158,-0.535755,-1.749765,1.881473
1.348539,-2.214277,-0.057268,-1.722591,-1.610471,2.884069
1.352541,-1.437602,0.143552,-1.376551,-1.471170,-2.424189
1.356543,0.240813,0.341449,0.190289,-1.331807,-1.470464
1.360544,2.189474,0.532621,1.770238,-1.192414,-0.529695
1.364546,2.453838,0.713385,2.092000,-1.052823,0.448908
1.368547,0.623525,0.880247,0.185061,-0.913182,1.499804
1.372549,-1.915400,1.029958,-2.343696,-0.773222,2.588356
1.376551,-1.801446,1.159578,-2.378717,-0.633192,-2.629474
1.380552,0.831635,1.266527,-0.136470,-0.492741,-1.622030
1.384554,3.237811,1.348638,2.172229,-0.352206,-0.641010
1.388555,4.040916,1.404202,2.640961,-0.211184,0.373293
1.392557,1.532306,1.432010,0.423508,-0.070066,1.424469
1.396559,-1.002699,1.431380,-2.257868,0.071571,2.476331
1.400560,-1.557197,1.402179,-2.603442,0.213311,-2.770890
1.404562,0.896723,1.344834,-0.447733,0.355566,-1.737529
1.408563,3.298510,1.260330,1.925038,0.497930,-0.708998
1.412565,3.718396,1.150201,2.235832,0.640768,0.277562
1.416567,2.073102,1.016515,0.794093,0.783715,1.202975
1.420568,-0.249823,0.861831,-1.237653,0.927058,2.140351
1.424570,-1.706883,0.689166,-2.452474,1.070505,-3.111443
1.428571,-0.533749,0.501926,-1.044321,1.214246,-2.008688
1.432573,1.867280,0.303849,1.387904,1.358082,-0.909552
1.436575,2.257059,0.098926,1.964713,1.502094,0.124685
1.440576,0.834914,-0.108678,0.799797,1.646192,1.107058
1.444578,-1.151015,-0.314707,-0.858934,1.790337,2.110787
1.448579,-2.319446,-0.514909,-1.514440,1.934555,-3.141302
1.452581,-1.669052,-0.705129,-0.718115,2.078695,-2.146072
1.456583,-0.861219,-0.881396,0.429754,2.222892,-1.200451
1.460584,-0.146443,-1.040014,1.088957,2.366901,-0.224278
1.464586,-0.665296,-1.177641,0.718557,2.510953,0.780079
1.468587,-1.591040,-1.291367,-0.116221,2.654727,1.700086
1.472589,-2.327613,-1.378771,-0.788534,2.798532,2.569800
1.476591,-2.715863,-1.437986,-0.985313,2.941997,-2.701914
1.480592,-1.711227,-1.467732,-0.001776,3.085479,-1.572275
1.484594,-0.654975,-1.467349,1.113016,-3.054595,-0.429312
1.488595,-0.804721,-1.436810,0.944561,-2.911480,0.672997
1.492597,-1.761654,-1.376720,-0.199014,-2.768735,1.737004
1.496599,-2.635329,-1.288304,-1.132935,-2.625998,2.774495
1.500600,-2.102095,-1.173377,-1.006679,-2.483600,-2.505138
1.504602,-0.869169,-1.034307,0.088382,-2.341221,-1.505401
1.508603,0.674709,-0.873956,1.318751,-2.199126,-0.457366
1.512605,0.677888,-0.695626,1.225686,-2.057059,0.606259
1.516607,-0.433350,-0.502979,-0.015341,-1.915197,1.581535
1.520608,-1.354148,-0.299961,-1.143811,-1.773371,2.442507
1.524610,-1.691938,-0.090723,-1.757454,-1.631656,-2.918941
1.528611,-0.203283,0.120469,-0.628965,-1.489983,-1.867413
1.532613,2.390759,0.329318,1.688583,-1.348322,-0.769747
1.536615,3.124073,0.531588,2.294659,-1.206705,0.297786
1.540616,1.404405,0.723185,0.610055,-1.065004,1.317241
1.544618,-0.888089,0.900241,-1.733028,-0.923344,2.328926
1.548619,-1.713338,1.059184,-2.539471,-0.781507,-2.925054
1.552621,0.359816,1.196810,-0.842893,-0.639705,-1.898847
1.556623,2.845530,1.310341,1.632992,-0.497648,-0.894207
1.560624,4.119254,1.397476,2.614542,-0.355619,0.100167
1.564626,2.354071,1.456440,1.200726,-0.213279,1.102878
1.568627,-0.193920,1.486015,-1.373220,-0.070955,2.110989
1.572629,-1.808682,1.485560,-2.657854,0.071711,3.108096
1.576631,-0.485054,1.455028,-1.548095,0.214376,-2.185676
1.580632,2.114094,1.394961,1.048700,0.357390,-1.178275
1.584634,3.943083,1.306486,2.733474,0.500420,-0.147403
1.588635,2.837969,1.191297,1.722472,0.643779,0.886827
1.592637,-0.090549,1.051625,-0.911482,0.787168,1.918319
1.596639,-1.861157,0.890202,-2.581010,0.930838,2.968221
1.600640,-1.058357,0.710205,-1.532419,1.074552,-2.239280
1.604642,1.471879,0.515205,0.831133,1.218481,-1.179207
1.608643,2.428974,0.309094,1.810459,1.362467,-0.205616
1.612645,1.851171,0.096017,1.309029,1.506587,0.689837
1.616647,0.316511,-0.119708,-0.115044,1.650775,1.638223
1.620648,-1.600849,-0.333675,-1.499220,1.795007,2.660585
1.624650,-1.568338,-0.541480,-1.388347,1.939312,-2.599357
1.628651,-0.716439,-0.738812,-0.009603,2.083570,-1.576846
1.632653,0.691263,-0.921545,1.374918,2.227903,-0.494971
1.636655,0.080136,-1.085827,1.150791,2.372108,0.630844
1.640656,-1.281152,-1.228165,-0.139255,2.516386,1.689544
1.644658,-2.349920,-1.345500,-0.852930,2.660468,2.575192
1.648659,-2.524573,-1.435285,-1.018870,2.804619,-2.816199
1.652661,-2.035284,-1.495538,-0.208733,2.948525,-1.750014
1.656663,-0.695565,-1.524901,0.906552,3.092490,-0.637439
1.660664,-1.015528,-1.522664,0.940090,-3.047001,0.375637
1.664666,-1.345819,-1.488793,0.277515,-2.903260,1.284501
1.668667,-2.537738,-1.423932,-0.650586,-2.759791,2.231254
1.672669,-2.646414,-1.329393,-1.140561,-2.616290,-3.051502
1.676671,-2.049243,-1.207130,-0.573765,-2.473042,-2.056345
1.680672,-0.484452,-1.059699,0.674003,-2.329782,-1.052064
1.684674,0.510253,-0.890200,1.502054,-2.186735,-0.001067
1.688675,-0.056107,-0.702209,0.763818,-2.043696,1.066519
1.692677,-1.394086,-0.499698,-0.798608,-1.900816,2.089623
1.696679,-1.999397,-0.286945,-1.697706,-1.757964,3.064984
1.700680,-1.110832,-0.068439,-1.147784,-1.615207,-2.218501
