time_s,eeg_uv,theta_filtered,gamma_filtered,theta_phase_rad,gamma_phase_rad
0.232093,0.814352,-0.228015,-0.213677,-1.851837,-2.800005
0.236094,-0.085736,-0.118713,-0.020403,-1.715746,-1.640735
0.240096,1.517990,-0.007700,0.421699,-1.580171,-0.101494
0.244098,0.555442,0.102807,0.040693,-1.445156,1.499344
0.248099,0.713016,0.210664,-0.670091,-1.310732,3.008273
0.252101,1.018379,0.313846,-0.233330,-1.176833,-1.908439
0.256102,2.074221,0.410479,0.519436,-1.043588,-0.693085
0.260104,1.997739,0.498885,0.554295,-0.910831,0.421342
0.264106,1.441974,0.577599,0.090028,-0.778774,1.376099
0.268107,1.040790,0.645394,-0.101251,-0.647167,1.811914
0.272109,0.537473,0.701289,-0.636875,-0.516283,2.598008
0.276110,0.325660,0.744557,-0.788774,-0.385810,-2.400779
0.280112,2.114071,0.774721,0.674190,-0.256059,-0.949385
0.284114,2.330551,0.791550,0.792216,-0.126680,0.602642
0.288115,1.396646,0.795047,-0.389189,0.002000,2.333577
0.292117,1.854759,0.785437,0.068334,0.130347,-1.287772
0.296118,1.769701,0.763150,0.081633,0.258041,1.400318
0.300120,0.806929,0.728796,-0.706218,0.385443,-3.037361
0.304122,1.421683,0.683150,0.209271,0.512264,-1.297126
0.308123,1.569843,0.627126,0.631293,0.638840,0.414875
0.312125,0.523693,0.561756,-0.243486,0.764933,2.086063
0.316126,0.173038,0.488170,-0.231357,0.890834,-2.672717
0.320128,0.642322,0.407577,-0.036106,1.016371,-1.837809
0.324130,0.401798,0.321248,0.179742,1.141779,-0.662982
0.328131,1.123764,0.230501,0.165633,1.266959,1.111900
0.332133,-0.015880,0.136687,-0.502423,1.392075,2.851647
0.336134,1.052439,0.041183,-0.162228,1.517107,-1.837370
0.340136,1.443348,-0.054621,0.570070,1.642140,-0.396406
0.344138,1.384531,-0.149332,0.348624,1.767226,0.902290
0.348139,0.741241,-0.241564,-0.261285,1.892371,2.123526
0.352141,0.122708,-0.329951,-0.420721,2.017692,-2.907616
0.356142,0.896562,-0.413160,0.006407,2.143114,-1.553256
0.360144,0.554344,-0.489909,0.330463,2.268811,-0.051413
0.364146,0.677775,-0.558986,0.001617,2.394636,1.566456
0.368147,-0.308087,-0.619269,-0.478201,2.520807,3.140934
0.372149,0.139608,-0.669746,-0.077975,2.647116,-1.706181
0.376150,0.523923,-0.709540,0.579727,2.773809,-0.439618
0.380152,0.010701,-0.737928,0.532128,2.900634,0.733721
0.384154,-0.960364,-0.754367,-0.309886,3.027848,1.984979
0.388155,-1.620681,-0.758508,-0.633786,-3.128013,-2.952789
0.392157,-1.268880,-0.750214,-0.059376,-3.000326,-1.778200
0.396158,-0.931860,-0.729571,-0.219239,-2.872561,-2.354313
0.400160,-1.052581,-0.696892,0.326383,-2.744486,-1.098353
0.404162,0.659711,-0.652715,0.769721,-2.616374,0.378278
0.408163,-1.225869,-0.597798,-0.092613,-2.488019,1.739534
0.412165,0.189219,-0.533101,-0.063985,-2.359664,1.782518
0.416166,-1.187379,-0.459769,-0.732799,-2.231147,2.578082
0.420168,-0.479940,-0.379109,-0.851734,-2.102665,-2.267558
0.424170,1.380427,-0.292556,1.009346,-1.974105,-0.786910
0.428171,1.244676,-0.201648,0.937738,-1.845606,0.644926
0.432173,0.531439,-0.107988,-0.248432,-1.717112,1.929806
0.436174,-0.087099,-0.013210,-0.255095,-1.588695,2.596440
0.440176,0.479508,0.081056,-0.334760,-1.460357,2.670915
0.444178,-0.109105,0.173211,-0.488497,-1.332104,-2.705029
0.448179,0.747426,0.261724,-0.108623,-1.203994,-1.744894
0.452181,1.480769,0.345155,0.556313,-1.075968,-0.755514
0.456182,1.582629,0.422180,0.831521,-0.948137,0.427341
0.460184,1.034001,0.491615,-0.195784,-0.820381,1.788210
0.464186,-0.230817,0.552427,-0.659521,-0.692854,-2.995024
0.468187,1.317795,0.603752,0.103802,-0.565383,-1.201989
0.472189,0.335961,0.644895,-0.070971,-0.438154,1.965012
0.476190,1.006444,0.675339,-0.242426,-0.310953,-2.554122
0.480192,0.711406,0.694745,-0.055563,-0.183987,-1.756738
0.484194,1.591811,0.702947,0.326441,-0.057015,-0.945879
0.488195,1.672613,0.699950,0.783071,0.069751,0.389972
0.492197,0.747981,0.685919,-0.252926,0.196564,1.867574
0.496198,0.151092,0.661173,-0.526987,0.323221,-2.954674
0.500200,0.509490,0.626175,-0.124104,0.449973,-2.895368
0.504202,0.296278,0.581517,-0.384618,0.576643,-2.394227
0.508203,0.845273,0.527912,0.496463,0.703463,-0.762386
0.512205,1.023160,0.466184,0.161749,0.830293,1.231478
0.516206,-0.235565,0.397255,-0.247299,0.957335,-2.104823
0.520208,1.681387,0.322139,1.006454,1.084492,0.015464
0.524210,-0.389392,0.241928,-0.167734,1.211923,1.692849
0.528211,-1.185832,0.157789,-1.402636,1.339583,-3.055446
0.532213,-0.062412,0.070950,-0.076249,1.467580,-1.636239
0.536214,0.751194,-0.017307,0.777609,1.595924,-0.341029
0.540216,0.756861,-0.105659,0.330649,1.724665,0.828722
0.544218,-0.025353,-0.192747,0.020456,1.853866,1.467031
0.548219,0.452880,-0.277194,0.031394,1.983518,1.473954
0.552221,-0.517373,-0.357618,-0.494560,2.113728,2.784481
0.556222,-0.083357,-0.432652,-0.145229,2.244432,-1.866339
0.560224,0.233663,-0.500960,0.257360,2.375773,0.281596
0.564226,-0.656532,-0.561268,-0.355360,2.507638,-2.894217
0.568227,0.156717,-0.612381,0.415375,2.640197,-0.927637
0.572229,-0.078674,-0.653218,0.574017,2.773296,0.781145
0.576230,-1.242885,-0.682834,-0.483345,2.907121,2.453401
0.580232,-1.015165,-0.700452,-0.093853,3.041491,-1.988759
0.584234,-1.196235,-0.705489,-0.101516,-3.106591,2.033537
0.588235,-1.221477,-0.697582,-0.353597,-2.970950,-2.451648
0.592237,-0.811650,-0.676605,0.253789,-2.834590,-0.824310
0.596238,-0.717367,-0.642692,-0.013295,-2.697703,-2.213109
0.600240,-0.582029,-0.596240,0.428443,-2.560131,-0.725318
0.604242,-0.233331,-0.537919,0.631528,-2.422049,0.916210
0.608243,-2.076143,-0.468666,-1.048324,-2.283328,2.615294
0.612245,-1.401116,-0.389677,-0.296453,-2.144115,-1.853161
0.616246,-0.014118,-0.302388,0.769497,-2.004324,0.187485
0.620248,-1.277950,-0.208455,-0.469576,-1.864062,2.424553
0.624250,-0.400753,-0.109715,-0.080732,-1.723291,-1.735725
0.628251,0.054993,-0.008155,0.165055,-1.582073,0.695384
0.632253,-0.435955,0.094136,-0.261953,-1.440418,-2.206949
0.636255,1.126284,0.195015,0.859261,-1.298341,-0.401402
0.640256,0.029199,0.292333,0.496392,-1.155898,1.169345
0.644258,-1.040880,0.383989,-1.219703,-1.013057,2.665487
0.648259,-1.309352,0.467976,-0.669380,-0.869918,-2.136111
0.652261,0.869618,0.542438,0.761577,-0.726408,-0.611369
0.656263,-0.167965,0.605710,0.226103,-0.582666,1.062497
0.660264,0.207534,0.656365,-0.034507,-0.438585,-1.811666
0.664266,0.324317,0.693251,0.396239,-0.294333,0.642360
0.668267,-0.105277,0.715523,-0.515299,-0.149784,2.469927
0.672269,-0.039402,0.722663,-0.163801,-0.005121,-1.853267
0.676271,0.942331,0.714502,0.441038,0.139790,0.481111
0.680272,-0.273631,0.691219,-0.589428,0.284764,2.784387
0.684274,0.322443,0.653342,-0.034961,0.429929,-1.617328
0.688275,1.031087,0.601734,0.646464,0.575110,-0.016360
0.692277,0.070232,0.537571,0.178606,0.720418,1.063518
0.696279,0.241523,0.462311,0.107863,0.865702,1.334269
0.700280,-1.241184,0.377660,-0.657004,1.011045,2.475875
0.704282,-1.161916,0.285520,-0.811719,1.156330,-2.449864
0.708283,-0.384992,0.187948,0.447725,1.301607,-1.128865
0.712285,-0.105089,0.087099,0.905618,1.446802,0.039872
0.716287,-0.601957,-0.014826,0.439868,1.591926,1.016140
0.720288,-2.183897,-0.115633,-0.419197,1.736951,2.035035
0.724290,-2.271703,-0.213183,-1.046514,1.881848,-3.024642
0.728291,-2.279493,-0.305447,-0.093732,2.026640,-1.661637
0.732293,-0.366742,-0.390541,0.821784,2.171259,-0.229324
0.736295,-1.842890,-0.466770,0.193107,2.315775,1.217242
0.740296,-1.337129,-0.532656,-0.263205,2.460089,2.606474
0.744298,-1.702248,-0.586961,-0.135165,2.604313,-2.297261
0.748299,-0.811098,-0.628707,0.221185,2.748324,-0.618964
0.752301,-0.780461,-0.657185,0.226088,2.892262,1.054434
0.756303,-1.464094,-0.671966,-0.546808,3.035991,2.597061
0.760304,-0.972383,-0.672895,-0.452081,-3.103515,-2.265076
0.764306,-0.496695,-0.660093,0.341629,-2.960025,-1.017030
0.768307,0.095938,-0.633943,0.586815,-2.816564,0.008287
0.772309,-0.821414,-0.595085,0.318362,-2.673264,1.021991
0.776311,-1.391530,-0.544394,-0.350471,-2.529973,2.213878
0.780312,-1.946596,-0.482968,-0.372981,-2.386810,-2.862826
0.784314,-1.810340,-0.412106,-0.155203,-2.243650,-2.520865
0.788315,-1.645852,-0.333283,-0.136588,-2.100586,-1.928001
0.792317,-1.403674,-0.248126,0.455052,-1.957532,-0.414636
0.796319,-0.985863,-0.158382,0.033165,-1.814551,1.483431
0.800320,-1.831121,-0.065884,-0.159952,-1.671599,-2.121347
0.804322,-0.239391,0.027484,0.498560,-1.528705,0.182110
0.808323,-1.371598,0.119823,-0.223399,-1.385871,1.956224
0.812325,-1.255604,0.209261,-0.431681,-1.243089,-2.837294
0.816327,-0.465553,0.293992,-0.131110,-1.100407,-2.011584
0.820328,-0.676580,0.372310,0.224310,-0.957782,-1.063666
0.824330,0.820420,0.442652,0.491492,-0.815305,0.541781
0.828331,-1.137006,0.503627,-0.406707,-0.672900,2.464905
0.832333,0.382060,0.554053,-0.020226,-0.530693,-1.615708
0.836335,0.032049,0.592973,0.382164,-0.388585,0.509272
0.840336,-0.079683,0.619687,-0.203390,-0.246725,2.285269
0.844338,0.039533,0.633756,-0.060073,-0.105000,2.287126
0.848339,-0.501454,0.635015,-0.470680,0.036427,2.878150
0.852341,-0.062284,0.623573,-0.359868,0.177676,-1.989485
0.856343,0.820026,0.599806,0.939098,0.318581,-0.613647
0.860344,0.993452,0.564343,0.972037,0.459254,0.704587
0.864346,-0.812739,0.518054,-0.537207,0.599540,2.009625
0.868347,-1.323773,0.462016,-1.031826,0.739535,-2.956457
0.872349,-0.266805,0.397491,-0.084855,0.879105,-1.711222
0.876351,-0.219738,0.325890,-0.019551,1.018322,-1.658404
0.880352,0.316561,0.248734,0.214171,1.157082,-1.218971
0.884354,0.616266,0.167623,0.854476,1.295426,0.131895
0.888355,-0.105437,0.084193,0.005315,1.433284,1.563533
0.892357,-1.266026,0.000082,-0.312615,1.570662,2.852336
0.896359,-1.052393,-0.083109,-0.149259,1.707531,2.318756
0.900360,-2.160557,-0.163851,-0.445920,1.843862,-2.711229
0.904362,-1.223715,-0.240713,0.280087,1.979671,-1.000261
0.908363,-1.490145,-0.312394,0.200141,2.114903,1.057553
0.912365,-1.850484,-0.377734,-0.372962,2.249618,-2.894041
0.916367,-0.811711,-0.435735,0.293012,2.383739,-0.758321
0.920368,-1.140909,-0.485561,0.056604,2.517373,1.406111
0.924370,-1.018280,-0.526548,-0.288171,2.650428,-2.453246
0.928371,-0.597202,-0.558193,0.497331,2.783046,-0.439773
0.932373,-0.521077,-0.580156,0.247010,2.915133,1.182738
0.936375,-1.513819,-0.592244,-0.475900,3.046857,2.529949
0.940376,-1.274969,-0.594407,-0.461390,-3.105059,-2.895390
0.944378,-1.167603,-0.586725,-0.366202,-2.974058,-2.124715
0.948379,0.016131,-0.569395,0.688884,-2.843407,-0.850300
0.952381,0.323927,-0.542725,0.958095,-2.712914,0.633749
0.956383,-1.114850,-0.507123,-0.587112,-2.582641,2.198839
0.960384,-1.098519,-0.463089,-0.416847,-2.452402,-2.485813
0.964386,-0.478445,-0.411214,-0.042319,-2.322237,2.841936
0.968387,-0.807277,-0.352175,-0.271782,-2.191979,-2.196735
0.972389,0.144602,-0.286736,0.531476,-2.061642,-0.471843
0.976391,0.105125,-0.215747,0.089148,-1.931088,1.365964
0.980392,-0.584068,-0.140146,-0.132864,-1.800303,-2.468021
0.984394,0.765396,-0.060958,0.194658,-1.669184,0.699454
0.988395,-0.761204,0.020703,-0.252791,-1.537692,2.482426
0.992397,0.405930,0.103638,-0.231518,-1.405765,-2.932620
0.996399,-0.819852,0.186564,-0.352111,-1.273339,-2.300822
1.000400,0.765870,0.268127,0.631022,-1.140398,-0.861801
1.004402,0.372450,0.346910,0.897828,-1.006858,0.706021
1.008403,-0.992631,0.421451,-0.629991,-0.872744,2.260505
1.012405,-1.015667,0.490270,-0.417832,-0.737961,-2.653159
1.016407,-0.324078,0.551888,-0.263439,-0.602571,-3.029143
1.020408,-0.535426,0.604871,-0.265137,-0.466477,-2.013624
1.024410,1.422071,0.647859,0.514741,-0.329772,-0.700539
1.028411,0.937676,0.679612,0.515139,-0.192360,0.374780
1.032413,1.688893,0.699052,0.143186,-0.054358,1.308970
1.036415,0.597105,0.705305,-0.460489,0.084321,2.562061
1.040416,1.237583,0.697740,-0.213322,0.223551,-2.292756
1.044418,1.257994,0.676007,-0.109956,0.363407,3.125005
1.048419,0.939965,0.640060,-0.164511,0.503763,-1.905338
1.052421,1.843072,0.590180,0.652593,0.644679,-0.270799
1.056423,1.009710,0.526988,0.103702,0.786040,1.368522
1.060424,0.561051,0.451442,-0.067330,0.927884,2.368946
1.064426,0.708309,0.364833,-0.158285,1.070114,1.920480
1.068427,-0.486991,0.268756,-0.698398,1.212748,-2.676491
1.072429,1.326307,0.165091,0.510850,1.355711,-0.806220
1.076431,0.088538,0.055951,-0.034598,1.498995,1.638839
1.080432,0.192254,-0.056356,-0.306471,1.642554,-1.952325
1.084434,1.282598,-0.169388,1.325014,1.786353,0.002563
1.088435,-0.311165,-0.280627,-0.265845,1.930371,1.751148
1.092437,-1.402745,-0.387546,-1.099292,2.074548,-2.827521
1.096439,-0.197476,-0.487674,0.261555,2.218889,-1.000814
1.100440,-0.620014,-0.578664,-0.318508,2.363312,2.904049
1.104442,-0.741939,-0.658354,0.055330,2.507841,-1.500998
1.108443,0.537380,-0.724827,0.857704,2.652380,0.062034
1.112445,-1.379598,-0.776462,0.044958,2.796970,1.489681
1.116447,-0.869168,-0.811979,-0.062161,2.941502,2.093834
1.120448,-1.962152,-0.830471,-0.016535,3.086025,1.613520
1.124450,-1.924754,-0.831432,-0.631849,-3.052757,2.796109
1.128451,-2.020875,-0.814765,-0.483852,-2.908420,-2.228259
1.132453,-0.743242,-0.780785,0.419031,-2.764258,-0.937412
1.136455,-0.030516,-0.730204,0.406333,-2.620218,0.254847
1.140456,-0.470968,-0.664110,0.189777,-2.476394,0.413442
1.144458,0.503729,-0.583933,0.192244,-2.332740,1.047069
1.148459,-0.379041,-0.491404,-0.218903,-2.189328,2.295683
1.152461,0.387109,-0.388509,-0.059602,-2.046122,1.934455
1.156463,-0.282650,-0.277436,-0.653162,-1.903169,2.788146
1.160464,-0.019556,-0.160525,-0.481061,-1.760447,-2.011105
1.164466,1.664664,-0.040212,1.024705,-1.617976,-0.502598
1.168467,1.001921,0.081026,0.507221,-1.475746,0.863321
1.172469,0.382671,0.200722,0.107942,-1.333753,1.304060
1.176471,0.185818,0.316468,-0.286014,-1.191999,1.933930
1.180472,-1.243250,0.425960,-1.044499,-1.050453,-2.969425
1.184474,0.573588,0.527038,0.063856,-0.909135,-1.498842
1.188475,0.285955,0.617725,0.412926,-0.767990,-0.105691
1.192477,0.501233,0.696257,0.065202,-0.627052,-1.041757
1.196479,0.615414,0.761114,0.451780,-0.486249,-0.148020
1.200480,0.381402,0.811043,0.331622,-0.345626,0.986267
1.204482,-0.040372,0.845077,-0.289543,-0.205100,2.024135
1.208483,-0.833392,0.862552,-0.685906,-0.064724,3.027227
1.212485,-0.137611,0.863116,-0.493215,0.075592,-2.327409
1.216487,0.431392,0.846735,0.177978,0.215792,-1.367199
1.220488,1.655651,0.813696,1.099425,0.355961,-0.143308
1.224490,1.018277,0.764605,0.317396,0.496045,1.295419
1.228491,-0.302363,0.700379,-0.895021,0.636118,2.846038
1.232493,0.466026,0.622231,-0.162754,0.776130,-1.903901
1.236495,0.494261,0.531653,0.005233,0.916142,-1.543098
1.240496,0.789188,0.430392,0.462582,1.056113,-0.589328
1.244498,0.684418,0.320415,0.351690,1.196084,1.204499
1.248499,-1.095239,0.203877,-1.340017,1.336027,3.028185
1.252501,0.042963,0.083081,0.108098,1.475962,-1.499236
1.256503,1.585999,-0.039572,1.318921,1.615874,0.156264
1.260504,-0.698477,-0.161626,-0.032451,1.755760,1.609254
1.264506,-0.120582,-0.280625,-0.268243,1.895620,2.245953
1.268507,-1.640092,-0.394162,-0.660622,2.035428,2.830032
1.272509,-0.538663,-0.499938,-0.483728,2.175197,-2.169519
1.276511,-0.542159,-0.595807,0.393788,2.314881,-0.927737
1.280512,-0.041516,-0.679830,0.383361,2.454505,-0.409159
1.284514,-0.442579,-0.750318,0.715353,2.594004,0.175019
1.288515,-0.922735,-0.805871,0.170580,2.733412,1.403533
1.292517,-2.662049,-0.845413,-0.957658,2.872648,2.720082
1.296519,-2.190556,-0.868217,-0.573045,3.011751,-2.293061
1.300520,-1.540616,-0.873924,0.284924,-3.132555,-1.092129
1.304522,-1.230528,-0.862547,0.360316,-2.993862,0.073340
1.308523,-1.282219,-0.834472,0.081311,-2.855447,0.775703
1.312525,-1.169373,-0.790441,0.169062,-2.717276,0.586894
1.316527,-1.145274,-0.731531,-0.179480,-2.579439,2.167148
1.320528,-1.334491,-0.659121,-0.148594,-2.441907,-1.982203
1.324530,-0.364125,-0.574857,0.556887,-2.304762,0.237248
1.328531,-1.391401,-0.480601,-0.454143,-2.167987,2.128222
1.332533,-1.679551,-0.378388,-0.775303,-2.031650,-2.439314
1.336535,0.152501,-0.270367,0.646078,-1.895748,-0.819189
1.340536,-0.140232,-0.158751,0.532111,-1.760334,0.691149
1.344538,-0.255536,-0.045761,-0.153829,-1.625417,1.974057
1.348539,-0.466078,0.066426,-0.206215,-1.491030,2.852027
1.352541,0.067290,0.175725,-0.093384,-1.357197,-2.525723
1.356543,0.162559,0.280185,-0.068420,-1.223930,2.256777
1.360544,-0.043005,0.378025,-0.406021,-1.091263,-2.710979
1.364546,0.821334,0.467670,0.255087,-0.959184,-1.244690
1.368547,1.377158,0.547763,0.999316,-0.827737,0.236701
1.372549,0.416186,0.617187,-0.141448,-0.696886,1.705242
1.376551,-0.658320,0.675068,-0.862402,-0.566676,3.135479
1.380552,0.220957,0.720772,-0.135789,-0.437047,-1.838512
1.384554,0.081025,0.753901,0.056104,-0.308043,-1.284805
1.388555,0.196599,0.774276,0.139194,-0.179581,-1.150498
1.392557,0.215857,0.781922,0.489293,-0.051700,-0.011747
1.396559,-0.265761,0.777048,0.183524,0.075702,1.172976
1.400560,-0.955552,0.760030,-0.213512,0.202598,2.172329
1.404562,-1.196346,0.731383,-0.332298,0.329102,3.005547
1.408563,-1.085313,0.691747,-0.197192,0.455200,-2.225793
1.412565,-0.524517,0.641870,0.149966,0.581014,-0.833787
1.416567,-0.472683,0.582590,-0.020238,0.706546,1.816408
1.420568,-0.168349,0.514828,-0.067652,0.831911,-1.842170
1.424570,0.353255,0.439579,0.370972,0.957126,-0.184040
1.428571,0.064747,0.357905,0.025525,1.082294,1.493724
1.432573,-0.330478,0.270932,-0.145075,1.207442,-2.658404
1.436575,-0.391905,0.179844,0.173043,1.332657,0.459509
1.440576,-0.996697,0.085880,-0.245942,1.457975,2.544009
1.444578,-1.347660,-0.009672,-0.011891,1.583463,-1.615158
1.448579,-0.974914,-0.105485,0.162812,1.709167,0.965234
1.452581,-2.048574,-0.200198,-0.438181,1.835131,3.124007
1.456583,-1.121117,-0.292426,0.101665,1.961412,-1.358906
1.460584,-1.128482,-0.380779,0.302575,2.088031,0.323848
1.464586,-1.305789,-0.463869,0.011823,2.215052,-0.259236
1.468587,-0.959905,-0.540332,0.316801,2.342474,0.534235
1.472589,-1.934405,-0.608853,-0.348127,2.470365,2.158850
1.476591,-1.930661,-0.668180,-0.565836,2.598701,-2.497193
1.480592,-1.550553,-0.717160,0.382976,2.727554,-0.881744
1.484594,-1.347124,-0.754757,0.278277,2.856880,0.686016
1.488595,-2.272884,-0.780090,-0.001144,2.986749,1.586438
1.492597,-1.874877,-0.792450,0.094386,3.117104,1.192819
1.496599,-2.933390,-0.791335,-0.432409,-3.035177,2.727605
1.500600,-2.469715,-0.776467,-0.210619,-2.903786,-1.938842
1.504602,-1.896701,-0.747816,0.568887,-2.771855,-0.312681
1.508603,-2.183022,-0.705611,0.150254,-2.639448,1.287090
1.512605,-2.516661,-0.650350,-0.419422,-2.506521,2.821278
1.516607,-2.302836,-0.582803,-0.158255,-2.373136,-2.023610
1.520608,-1.181240,-0.504002,0.271383,-2.239257,-0.632873
1.524610,-1.539803,-0.415234,0.250591,-2.104936,0.819524
1.528611,-1.029875,-0.318018,-0.283597,-1.970153,2.307812
1.532613,-1.879316,-0.214078,-0.396975,-1.834943,-2.572594
1.536615,-0.226352,-0.105318,0.127252,-1.699299,-1.327248
1.540616,-0.723003,0.006222,0.636786,-1.563240,-0.140103
1.544618,-0.111066,0.118406,0.317800,-1.426772,1.154289
1.548619,-1.898998,0.229040,-0.706373,-1.289897,2.586803
1.552621,-0.951131,0.335926,-0.352552,-1.152633,-2.106018
1.556623,-0.193508,0.436902,0.429471,-1.014967,-0.091637
1.560624,-0.952902,0.529896,-0.430271,-0.876928,2.573453
1.564626,-0.024729,0.612968,-0.162327,-0.738490,-1.748019
1.568627,0.812998,0.684358,1.201860,-0.599694,-0.061051
1.572629,0.462606,0.742528,-0.037042,-0.460499,1.602736
1.576631,-0.997724,0.786197,-0.728113,-0.320955,-2.882384
1.580632,0.748762,0.814374,0.371605,-0.181010,-0.046045
1.584634,-0.611713,0.826386,-0.724365,-0.040718,2.517082
1.588635,-0.580566,0.821892,-0.604378,0.099980,-2.032530
1.592637,1.762305,0.800897,1.285012,0.241031,-0.435363
1.596639,-0.070799,0.763755,0.475657,0.382495,1.115379
1.600640,-0.273414,0.711169,-0.483528,0.524325,2.752586
1.604642,-0.778590,0.644172,0.242138,0.666578,-0.316070
1.608643,-0.438750,0.564118,-0.074589,0.809219,1.669076
1.612645,-1.848301,0.472645,-1.159193,0.952297,3.109015
1.616647,-0.821966,0.371653,-0.310072,1.095790,-1.811561
1.620648,1.229665,0.263259,1.009587,1.239740,-0.527783
1.624650,0.289973,0.149760,0.735961,1.384137,0.625808
1.628651,0.446696,0.033584,-0.083928,1.529007,1.695719
1.632653,-1.008198,-0.082759,-0.376894,1.674356,2.841246
1.636655,-0.073395,-0.196733,-0.019576,1.820191,1.892556
1.640656,-1.245778,-0.305833,-0.484011,1.966532,2.660495
1.644658,-1.228993,-0.407641,-0.513747,2.113371,-2.185908
1.648659,0.077354,-0.499886,0.682091,2.260739,-0.753105
1.652661,-0.389428,-0.580497,0.616313,2.408614,0.537226
1.656663,-0.457628,-0.647655,0.083783,2.557039,1.407279
1.660664,-1.466919,-0.699840,-0.392722,2.705978,2.246227
1.664666,-1.434213,-0.735874,-0.709940,2.855483,-2.710851
1.668667,-0.649420,-0.754953,0.330000,3.005506,-1.125759
1.672669,-0.465954,-0.756669,0.482058,-3.127082,0.688629
1.676671,-1.312465,-0.741034,-0.497947,-2.975964,2.769024
1.680672,-1.176283,-0.708476,0.034581,-2.824271,-1.512666
1.684674,-0.174445,-0.659838,0.652669,-2.672058,0.154833
1.688675,-1.448471,-0.596363,0.015821,-2.519276,1.547083
1.692677,-1.635244,-0.519660,-0.661527,-2.365978,2.790271
1.696679,-1.795864,-0.431676,-0.436457,-2.212129,-2.154070
1.700680,-0.265145,-0.334637,0.650138,-2.057774,-0.625689
