time_s,eeg_uv,theta_filtered,gamma_filtered,theta_phase_rad,gamma_phase_rad
0.156062,-1.185580,2.306170,-3.641680,-0.507204,-2.932046
0.160064,1.515507,2.514172,-1.459409,-0.353688,-1.964613
0.164066,5.629222,2.664175,2.100533,-0.197409,-0.997323
0.168067,7.612318,2.751600,3.931427,-0.045659,-0.031098
0.172069,5.804872,2.773492,2.364675,0.108897,0.936286
0.176070,1.447952,2.728589,-1.344877,0.259225,1.911778
0.180072,-1.602137,2.617352,-3.878428,0.412103,2.898045
0.184074,-0.876444,2.441933,-2.851319,0.561332,-2.392261
0.188075,2.652484,2.206110,0.621893,0.712630,-1.402624
0.192077,5.232185,1.915174,3.174989,0.861051,-0.431821
0.196078,4.730429,1.575787,2.876659,1.010904,0.517780
0.200080,1.572665,1.195800,0.326217,1.158759,1.467919
0.204082,-1.802509,0.784050,-2.296406,1.307329,2.431046
0.208083,-3.007925,0.350122,-2.753629,1.454811,-2.890175
0.212085,-1.601660,-0.095890,-0.971267,1.602277,-1.942188
0.216086,0.514710,-0.543640,1.418992,1.749529,-0.990476
0.220088,1.528552,-0.982782,2.531557,1.896080,-0.004281
0.224090,-0.062518,-1.403215,1.277479,2.043199,1.010049
0.228091,-2.676357,-1.795319,-0.935226,2.189026,2.013319
0.232093,-4.144892,-2.150173,-1.936600,2.336064,2.985177
0.236094,-3.772467,-2.459759,-1.235364,2.481348,-2.338786
0.240096,-2.398287,-2.717134,0.295732,2.628313,-1.386306
0.244098,-1.413834,-2.916572,1.308803,2.773219,-0.472270
0.248099,-1.459357,-3.053684,1.307291,2.920085,0.397771
0.252101,-2.372102,-3.125490,0.411792,3.064758,1.287920
0.256102,-3.795284,-3.130473,-0.962225,-3.071711,2.234923
0.260104,-4.370902,-3.068593,-1.621361,-2.927154,-3.078110
0.264106,-3.445003,-2.941268,-0.863658,-2.780658,-2.103383
0.268107,-1.577195,-2.751330,0.804840,-2.636131,-1.104404
0.272109,-0.424202,-2.502943,1.810671,-2.489937,-0.097683
0.276110,-0.938724,-2.201501,1.173856,-2.345387,0.855512
0.280112,-2.368937,-1.853501,-0.307290,-2.199572,1.739051
0.284114,-3.429867,-1.466389,-1.781816,-2.054977,2.636406
0.288115,-3.376017,-1.048406,-2.055965,-1.909611,-2.684599
0.292117,-0.878680,-0.608400,-0.310689,-1.764977,-1.695648
0.296118,1.748370,-0.155643,2.011368,-1.620114,-0.717624
0.300120,2.841719,0.300370,2.771960,-1.475474,0.256041
0.304122,1.103079,0.750113,0.998473,-1.331142,1.236941
0.308123,-1.730760,1.184234,-1.905163,-1.186543,2.211677
0.312125,-2.626637,1.593736,-3.333692,-1.042743,-3.105723
0.316126,-0.662599,1.970163,-1.856674,-0.898243,-2.128512
0.320128,3.655893,2.305768,1.522297,-0.754948,-1.137836
0.324130,6.024203,2.593668,3.621404,-0.610606,-0.157659
0.328131,5.274483,2.827991,2.578140,-0.467766,0.799250
0.332133,1.722741,3.003987,-0.679948,-0.323641,1.751620
0.336134,-1.038952,3.118126,-3.524067,-0.181184,2.718687
0.340136,-0.724387,3.168164,-3.314799,-0.037321,-2.593096
0.344138,2.941791,3.153184,-0.240816,0.104847,-1.632838
0.348139,6.518312,3.073615,3.070249,0.248421,-0.672771
0.352141,7.382069,2.931219,3.781901,0.390402,0.304352
0.356142,4.107183,2.729057,1.081106,0.533673,1.291215
0.360144,0.039151,2.471427,-2.437028,0.675571,2.269020
0.364146,-1.851773,2.163764,-3.641211,0.818544,-3.049303
0.368147,-0.115646,1.812528,-1.733528,0.960460,-2.080688
0.372149,3.068606,1.425061,1.567095,1.103162,-1.095453
0.376150,4.682484,1.009439,3.198522,1.245194,-0.107455
0.380152,3.016771,0.574298,1.940893,1.387671,0.857035
0.384154,-0.178696,0.128659,-0.612174,1.529899,1.794321
0.388155,-2.814114,-0.318267,-2.429788,1.672209,2.734667
0.392157,-3.211143,-0.757268,-2.161726,1.814695,-2.577194
0.396158,-1.525396,-1.179330,-0.026419,1.956905,-1.581673
0.400160,0.138715,-1.575822,1.877718,2.099690,-0.589007
0.404162,-0.057986,-1.938677,1.941336,2.241875,0.390144
0.408163,-1.883992,-2.260553,0.388359,2.384977,1.372062
0.412165,-3.987897,-2.534983,-1.302648,2.527214,2.365730
0.416166,-4.567196,-2.756510,-1.614266,2.670629,-2.930024
0.420168,-3.761018,-2.920788,-0.586251,2.812989,-1.980002
0.424170,-2.554268,-3.024674,0.632238,2.956688,-1.085165
0.428171,-1.867280,-3.066280,1.309840,3.099235,-0.213432
0.432173,-2.051109,-3.045008,1.085264,-3.040013,0.686598
0.436174,-3.093520,-2.961549,-0.067803,-2.897230,1.616410
0.440176,-4.174918,-2.817862,-1.315760,-2.753116,2.551805
0.444178,-4.084575,-2.617129,-1.620924,-2.610063,-2.789202
0.448179,-2.532541,-2.363677,-0.459601,-2.465844,-1.812051
0.452181,-0.167184,-2.062886,1.472791,-2.322507,-0.794158
0.456182,0.720183,-1.721070,2.127382,-2.178257,0.225449
0.460184,-0.396380,-1.345345,0.799598,-2.034642,1.197709
0.464186,-2.149575,-0.943476,-1.175217,-1.890431,2.119159
0.468187,-2.884759,-0.523723,-2.409420,-1.746559,3.041379
0.472189,-1.599114,-0.094673,-1.730770,-1.602447,-2.290194
0.476190,1.505544,0.334935,0.672524,-1.458356,-1.329090
0.480192,4.011988,0.756379,2.789766,-1.314391,-0.376168
0.484194,4.039940,1.161132,2.705879,-1.170132,0.580267
0.488195,1.362488,1.541030,0.056287,-1.026339,1.554637
0.492197,-1.773438,1.888432,-3.046500,-0.881968,2.542260
0.496198,-1.786337,2.196361,-3.544378,-0.738350,-2.747749
0.500200,1.488216,2.458641,-0.709276,-0.593919,-1.752957
0.504202,5.706444,2.670018,2.812057,-0.450457,-0.768288
0.508203,6.742344,2.826259,3.802794,-0.306018,0.194261
0.512205,4.394206,2.924244,1.606293,-0.162675,1.144188
0.516206,0.353860,2.962021,-1.983098,-0.018272,2.102221
0.520208,-1.862045,2.938850,-3.891602,0.125007,3.068557
0.524210,-0.227257,2.855214,-2.435334,0.269346,-2.254716
0.528211,3.446719,2.712811,1.032494,0.412631,-1.298328
0.532213,6.423744,2.514527,3.635263,0.556895,-0.325685
0.536214,5.536298,2.264386,2.970660,0.700263,0.662597
0.540216,1.887260,1.967476,-0.268265,0.844454,1.645018
0.544218,-1.543202,1.629854,-2.993348,0.987977,2.616187
0.548219,-1.988650,1.258426,-2.981521,1.132111,-2.689257
0.552221,0.314004,0.860811,-0.403632,1.275857,-1.700247
0.556222,2.858879,0.445192,2.168082,1.419964,-0.719647
0.560224,3.030039,0.020148,2.568290,1.563992,0.238263
0.564226,1.029895,-0.405511,0.923281,1.708114,1.183780
0.568227,-1.789325,-0.822928,-1.198827,1.852469,2.126268
0.572229,-3.355375,-1.223382,-2.124036,1.996651,3.058077
0.576230,-3.113461,-1.598473,-1.355848,2.141353,-2.287233
0.580232,-1.569363,-1.940302,0.536668,2.285644,-1.303320
0.584234,-0.418376,-2.241640,1.845617,2.430695,-0.284044
0.588235,-1.203256,-2.496087,1.316314,2.575139,0.707905
0.592237,-2.847864,-2.698208,-0.099501,2.720520,1.633816
0.596238,-4.292828,-2.843660,-1.281657,2.865157,2.550833
0.600240,-4.629647,-2.929287,-1.429094,3.010829,-2.764542
0.604242,-3.526015,-2.953195,-0.322267,-3.127500,-1.790707
0.608243,-2.289489,-2.914802,0.914847,-2.981595,-0.875585
0.612245,-1.610962,-2.814852,1.495266,-2.836506,0.019332
0.616246,-2.121818,-2.655405,0.919090,-2.690442,0.971629
0.620248,-3.500814,-2.439794,-0.644846,-2.545123,1.955983
0.624250,-4.214477,-2.172555,-1.710211,-2.398979,2.909869
0.628251,-3.401269,-1.859336,-1.435040,-2.253449,-2.458085
0.632253,-1.331301,-1.506769,0.078209,-2.107311,-1.532558
0.636255,1.032695,-1.122334,1.927374,-1.961610,-0.570124
0.640256,1.662055,-0.714188,2.309388,-1.815562,0.413453
0.644258,0.105060,-0.290987,0.458354,-1.669738,1.402112
0.648259,-2.190841,0.138296,-2.132304,-1.523854,2.393885
0.652261,-2.330176,0.564572,-2.941859,-1.377969,-2.900181
0.656263,0.265834,0.978825,-1.091801,-1.232308,-1.930786
0.660264,3.840958,1.372311,1.749482,-1.086431,-0.989937
0.664266,5.837515,1.736744,3.368447,-0.941037,-0.057030
0.668267,4.692538,2.064473,2.257858,-0.795239,0.900488
0.672269,1.132835,2.348646,-1.199455,-0.650140,1.886938
0.676271,-1.615732,2.583351,-3.843553,-0.504487,2.879485
0.680272,-0.414459,2.763729,-3.039212,-0.359684,-2.421034
0.684274,3.557538,2.886076,0.534691,-0.214229,-1.440224
0.688275,7.140598,2.947912,3.721038,-0.069706,-0.451546
0.692277,6.884848,2.948027,3.515963,0.075507,0.537011
0.696279,3.047610,2.886508,0.216250,0.219781,1.516741
0.700280,-0.723655,2.764723,-3.103608,0.364722,2.493691
0.704282,-1.725961,2.585289,-3.530346,0.508793,-2.813549
0.708283,0.925054,2.352005,-0.996516,0.653451,-1.857730
0.712285,3.880667,2.069770,2.027020,0.797376,-0.928682
0.716287,5.291784,1.744478,3.372956,0.941762,0.014357
0.720288,3.312521,1.382899,1.804341,1.085606,1.001253
0.724290,-0.502734,0.992535,-1.326988,1.229745,2.001573
0.728291,-2.687967,0.581468,-2.900605,1.373569,2.972705
0.732293,-2.344110,0.158193,-1.973407,1.517500,-2.358993
0.736295,0.024513,-0.268555,0.511721,1.661360,-1.378679
0.740296,1.660300,-0.689980,2.333941,1.805136,-0.366156
0.744298,1.010280,-1.097396,1.788767,1.949086,0.628237
0.748299,-1.171043,-1.482401,0.022887,2.092770,1.558947
0.752301,-2.989634,-1.837044,-1.367050,2.236851,2.448977
0.756303,-3.769333,-2.153987,-1.675433,2.380509,-2.923230
0.760304,-3.030366,-2.426651,-0.671844,2.524749,-1.983446
0.764306,-1.668018,-2.649355,0.839993,2.668445,-1.034817
0.768307,-0.977320,-2.817424,1.635247,2.812856,-0.076669
0.772309,-1.653283,-2.927293,1.025520,2.956651,0.899069
0.776311,-3.356754,-2.976578,-0.511037,3.101234,1.886656
0.780312,-4.399496,-2.964130,-1.567072,-3.038005,2.873026
0.784314,-4.048286,-2.890067,-1.214711,-2.893263,-2.437703
0.788315,-2.547818,-2.755775,0.116995,-2.749125,-1.496094
0.792317,-1.223318,-2.563890,1.329213,-2.604251,-0.589065
0.796319,-0.877202,-2.318250,1.631266,-2.459898,0.323925
0.800320,-1.836919,-2.023822,0.547853,-2.314923,1.274400
0.804322,-3.460151,-1.686605,-1.224932,-2.170344,2.231822
0.808323,-3.851988,-1.313516,-2.124172,-2.025307,-3.123109
0.812325,-2.525917,-0.912253,-1.385720,-1.880510,-2.197732
0.816327,0.409711,-0.491137,0.908890,-1.735451,-1.225430
0.820328,2.847841,-0.058940,2.898055,-1.590459,-0.210847
0.824330,2.285997,0.375298,2.160845,-1.445418,0.807083
0.828331,-0.416751,0.802460,-0.734739,-1.300266,1.802270
0.832333,-2.439276,1.213544,-3.047452,-1.155274,2.776634
0.836335,-1.472423,1.599858,-2.742328,-1.010005,-2.543763
0.840336,1.959325,1.953200,-0.076874,-0.865086,-1.593564
0.844338,5.486051,2.266043,2.762903,-0.719751,-0.652150
0.848339,6.441021,2.531698,3.465916,-0.574921,0.295574
0.852341,4.120311,2.744469,1.168016,-0.429574,1.256166
0.856343,0.335340,2.899778,-2.373594,-0.284842,2.224213
0.860344,-1.200138,2.994262,-4.015749,-0.139533,-3.083666
0.864346,0.994278,3.025853,-2.052639,0.005107,-2.094044
0.868347,5.416135,2.993822,1.879791,0.150334,-1.094203
0.872349,7.590102,2.898797,3.955010,0.294895,-0.104586
0.876351,5.883987,2.742755,2.493806,0.440006,0.860941
0.880352,1.777799,2.528980,-0.904633,0.584504,1.816304
0.884354,-1.406871,2.261992,-3.398354,0.729470,2.782029
0.888355,-1.408833,1.947445,-2.856222,0.873929,-2.529411
0.892357,1.338511,1.591998,0.008699,1.018736,-1.568175
0.896359,3.764632,1.203176,2.595671,1.163182,-0.616334
0.900360,3.934926,0.789198,2.900021,1.307832,0.344798
0.904362,1.134026,0.358810,0.726477,1.452292,1.323564
0.908363,-2.146546,-0.078910,-1.897416,1.596796,2.311318
0.912365,-3.581693,-0.514745,-2.591540,1.741293,-2.983738
0.916367,-2.470374,-0.939537,-1.002689,1.885672,-1.997805
0.920368,-0.488004,-1.344384,1.165511,2.030222,-1.016237
0.924370,0.123569,-1.720827,2.004737,2.174505,-0.042003
0.928371,-0.838508,-2.061022,1.097996,2.319122,0.915522
0.932373,-2.780900,-2.357904,-0.431836,2.463347,1.839413
0.936375,-3.927468,-2.605327,-1.410824,2.608036,2.740303
0.940376,-4.123609,-2.798192,-1.305035,2.752241,-2.618942
0.944378,-2.989748,-2.932551,-0.145043,2.897000,-1.669171
0.948379,-1.764180,-3.005678,1.061789,3.041223,-0.744211
0.952381,-1.356886,-3.016124,1.481857,-3.097143,0.153263
0.956383,-1.970861,-2.963740,0.748189,-2.952867,1.104731
0.960384,-3.671464,-2.849675,-0.966997,-2.808002,2.133334
0.964386,-4.239438,-2.676350,-1.841926,-2.663644,-3.108080
0.968387,-3.064534,-2.447405,-0.940854,-2.518753,-2.121354
0.972389,-1.063363,-2.167622,0.662542,-2.374290,-1.195429
0.976391,0.326216,-1.842827,1.841688,-2.229396,-0.272506
0.980392,0.248715,-1.479767,1.599875,-2.084817,0.672064
0.984394,-1.357156,-1.085972,-0.091290,-1.939940,1.612948
0.988395,-2.826735,-0.669604,-1.914873,-1.795241,2.538609
0.992397,-2.854083,-0.239292,-2.422006,-1.650400,-2.809137
0.996399,-0.430391,0.196043,-0.762569,-1.505586,-1.842516
1.000400,2.857043,0.627368,2.035448,-1.360795,-0.852757
1.004402,4.472240,1.045724,3.255854,-1.215883,0.142418
1.008403,2.591625,1.442411,1.454193,-1.071153,1.133138
1.012405,-0.578667,1.809166,-1.831991,-0.926162,2.116467
1.016407,-2.208023,2.138332,-3.592319,-0.781493,3.090928
1.020408,-0.189469,2.423016,-2.226664,-0.636446,-2.226431
1.024410,3.749763,2.657232,1.119923,-0.491830,-1.264316
1.028411,6.743342,2.836031,3.595730,-0.346753,-0.301047
1.032413,6.181363,2.955607,2.998820,-0.202179,0.659736
1.036415,2.742874,3.013390,-0.163401,-0.057099,1.613510
1.040416,-0.636299,3.008097,-3.273857,0.087450,2.569952
1.044418,-1.087668,2.939767,-3.649148,0.232508,-2.739961
1.048419,2.110982,2.809762,-0.716661,0.377054,-1.751839
1.052421,5.937833,2.620744,2.840804,0.522074,-0.761487
1.056423,6.812363,2.376628,3.729195,0.666644,0.226111
1.060424,3.983318,2.082502,1.285738,0.811612,1.215078
1.064426,-0.128446,1.744529,-2.068091,0.956226,2.203211
1.068427,-1.951471,1.369812,-3.258857,1.101132,-3.104902
1.072429,-0.852065,0.966247,-1.652271,1.245809,-2.146364
1.076431,1.694947,0.542348,1.051467,1.390650,-1.191606
1.080432,2.970970,0.107071,2.567869,1.535405,-0.238811
1.084434,1.980928,-0.330384,1.887440,1.680185,0.694529
1.088435,-0.714214,-0.760762,-0.102485,1.825028,1.614351
1.092437,-3.215750,-1.174960,-1.957106,1.969756,2.566012
1.096439,-4.096287,-1.564224,-2.079140,2.114684,-2.713843
1.100440,-2.594655,-1.920339,-0.260260,2.259368,-1.692878
1.104442,-1.185991,-2.235809,1.484037,2.404372,-0.698985
1.108443,-1.016980,-2.504015,1.719820,2.549024,0.265349
1.112445,-2.418573,-2.719356,0.546566,2.694086,1.237058
1.116447,-4.003963,-2.877369,-0.917754,2.838718,2.215139
1.120448,-4.584538,-2.974818,-1.361264,2.983815,-3.141553
1.124450,-4.012982,-3.009759,-0.853462,3.128437,-2.302936
1.128451,-2.944981,-2.981582,0.136268,-3.009648,-1.470315
1.132453,-1.556111,-2.891010,1.313792,-2.865029,-0.552844
1.136455,-1.238606,-2.740079,1.570579,-2.719961,0.431697
1.140456,-2.316679,-2.532089,0.248155,-2.575342,1.437867
1.144458,-3.877739,-2.271521,-1.509949,-2.430341,2.441160
1.148459,-3.772288,-1.963941,-1.962801,-2.285723,-2.852636
1.152461,-1.964747,-1.615875,-0.654873,-2.140825,-1.886252
1.156463,0.592261,-1.234668,1.295280,-1.996215,-0.943174
1.160464,1.977710,-0.828321,2.368542,-1.851450,-0.002600
1.164466,1.293099,-0.405324,1.473217,-1.706859,0.960920
1.168467,-0.959191,0.025525,-0.994350,-1.562252,1.942830
1.172469,-2.373554,0.455300,-2.753617,-1.417692,2.910004
1.176471,-1.174541,0.875130,-2.248156,-1.273255,-2.439275
1.180472,1.878759,1.276375,0.207474,-1.128739,-1.505570
1.184474,5.209137,1.650802,2.999651,-0.984477,-0.532006
1.188475,5.498743,1.990751,3.287462,-0.840021,0.470518
1.192477,2.486383,2.289287,0.400032,-0.695927,1.464298
1.196479,-1.052378,2.540333,-2.887405,-0.551542,2.432348
1.200480,-1.723486,2.738788,-3.769260,-0.407597,-2.887620
1.204482,1.055053,2.880622,-1.316234,-0.263287,-1.908478
1.208483,5.367110,2.962953,2.379988,-0.119457,-0.926176
1.212485,6.965610,2.984103,3.891363,0.024776,0.037233
1.216487,5.130245,2.943637,2.135776,0.168528,0.985483
1.220488,1.006880,2.842369,-1.406377,0.312688,1.941271
1.224490,-1.692313,2.682347,-3.780986,0.456404,2.911855
1.228491,-0.901945,2.466813,-2.815652,0.600500,-2.395765
1.232493,2.693286,2.200137,0.566779,0.744228,-1.419387
1.236495,5.541123,1.887737,3.313587,0.888280,-0.437163
1.240496,5.124299,1.535974,2.990622,1.032069,0.549173
1.244498,1.679869,1.152033,0.135315,1.176099,1.529876
1.248499,-1.610813,0.743780,-2.483381,1.319991,2.501949
1.252501,-2.558248,0.319606,-2.728669,1.464024,-2.813989
1.256503,-0.936522,-0.111741,-0.744922,1.608053,-1.853477
1.260504,1.179473,-0.541338,1.542025,1.752117,-0.901299
1.264506,1.766144,-0.960264,2.331246,1.896314,0.053116
1.268507,0.362160,-1.359786,1.154320,2.040440,1.016236
1.272509,-2.201780,-1.731536,-0.806427,2.184825,1.975524
1.276511,-3.721538,-2.067692,-1.897957,2.329040,2.926723
1.280512,-3.768700,-2.361144,-1.373697,2.473619,-2.384702
1.284514,-2.270391,-2.605649,0.355378,2.617949,-1.374634
1.288515,-1.281969,-2.795972,1.581199,2.762717,-0.358680
1.292517,-1.790270,-2.927999,1.246165,2.907179,0.611620
1.296519,-3.067839,-2.998832,0.069061,3.052120,1.521752
1.300520,-4.315631,-3.006858,-1.028200,-3.086457,2.409311
1.304522,-4.553124,-2.951791,-1.402472,-2.941368,-2.978650
1.308523,-3.775381,-2.834688,-0.725593,-2.796611,-2.070454
1.312525,-2.062291,-2.657928,0.698192,-2.651409,-1.137427
1.316527,-0.803616,-2.425169,1.810284,-2.506509,-0.171770
1.320528,-1.069662,-2.141270,1.376574,-2.361236,0.810883
1.324530,-2.664942,-1.812189,-0.463440,-2.216207,1.788741
1.328531,-3.947712,-1.444861,-2.138443,-2.070905,2.760935
1.332533,-3.131226,-1.047042,-2.041414,-1.925770,-2.539604
1.336535,-0.362679,-0.627149,0.061561,-1.780482,-1.547188
1.340536,2.482418,-0.194076,2.239815,-1.635272,-0.573896
1.344538,3.097908,0.243008,2.562403,-1.490042,0.356635
1.348539,1.552387,0.674850,0.856981,-1.344794,1.273420
1.352541,-1.007423,1.092321,-1.950994,-1.199658,2.226137
1.356543,-2.071133,1.486610,-3.414529,-1.054411,-3.073624
1.360544,0.380146,1.849412,-1.786125,-0.909394,-2.096822
1.364546,4.359481,2.173104,1.564248,-0.764186,-1.134846
1.368547,7.130471,2.450910,3.844492,-0.619311,-0.160518
1.372549,5.907378,2.677048,2.699043,-0.474182,0.835184
1.376551,1.904666,2.846847,-1.019402,-0.329461,1.826991
1.380552,-1.085524,2.956843,-3.741846,-0.184445,2.795243
1.384554,-0.534791,3.004841,-3.253015,-0.039877,-2.528161
1.388555,3.013675,2.989957,0.058641,0.105001,-1.556070
1.392557,6.561513,2.912624,3.278931,0.249428,-0.580369
1.396559,6.621761,2.774584,3.548886,0.394152,0.383685
1.400560,3.519858,2.578839,0.845289,0.538457,1.343623
1.404562,-0.608746,2.329586,-2.475572,0.683018,2.311074
1.408563,-2.171035,2.032122,-3.516654,0.827223,-3.005046
1.412565,-0.475840,1.692721,-1.566450,0.971624,-2.044284
1.416567,2.620847,1.318501,1.598668,1.115761,-1.073320
1.420568,4.290976,0.917275,3.216712,1.260017,-0.081122
1.424570,2.505080,0.497390,1.843506,1.404122,0.913413
1.428571,-0.670177,0.067556,-0.862000,1.548258,1.886900
1.432573,-3.018969,-0.363334,-2.457509,1.692364,2.846040
1.436575,-2.922538,-0.786380,-1.875254,1.836410,-2.471162
1.440576,-1.215104,-1.192864,0.151397,1.980547,-1.502153
1.444578,0.231867,-1.574418,1.733226,2.124540,-0.545746
1.448579,0.096496,-1.923197,1.734365,2.268735,0.401247
1.452581,-1.458501,-2.232026,0.390676,2.412716,1.348063
1.456583,-3.303279,-2.494550,-1.104916,2.556995,2.291039
1.460584,-4.005448,-2.705357,-1.611077,2.701006,-3.050258
1.464586,-3.448179,-2.860090,-0.796107,2.845383,-2.095462
1.468587,-1.947651,-2.955533,0.665973,2.989462,-1.131335
1.472589,-1.208245,-2.989681,1.528816,3.133946,-0.171678
1.476591,-1.633102,-2.961779,1.095169,-3.005057,0.791885
1.480592,-3.082390,-2.872340,-0.297612,-2.860464,1.763942
1.484594,-4.091974,-2.723143,-1.361957,-2.716151,2.702671
1.488595,-3.852496,-2.517197,-1.375020,-2.571453,-2.713355
1.492597,-2.678139,-2.258690,-0.463683,-2.426990,-1.849973
1.496599,-0.686785,-1.952907,1.209124,-2.282199,-0.906886
1.500600,0.480602,-1.606126,2.210269,-2.137578,0.093120
1.504602,-0.520621,-1.225495,1.094196,-1.992710,1.099870
1.508603,-2.634046,-0.818887,-1.282466,-1.847929,2.093904
1.512605,-3.613147,-0.394740,-2.703559,-1.703002,3.077526
1.516607,-1.935572,0.038109,-1.748811,-1.558072,-2.232597
1.520608,1.440009,0.470613,0.898515,-1.413105,-1.267171
1.524610,4.079937,0.893700,3.055291,-1.268047,-0.293003
1.528611,3.858688,1.298470,2.562174,-1.123060,0.695108
1.532613,0.935139,1.676384,-0.351288,-0.977902,1.674663
1.536615,-1.415529,2.019449,-2.961339,-0.832914,2.622290
1.540616,-1.246487,2.320385,-3.230387,-0.687684,-2.732267
1.544618,1.947107,2.572786,-0.792024,-0.542708,-1.785029
1.548619,6.072746,2.771262,2.705584,-0.397441,-0.807641
1.552621,7.550461,2.911557,3.942265,-0.252487,0.181216
1.556623,5.029220,2.990651,1.593960,-0.107220,1.163219
1.560624,0.843615,3.006827,-2.147594,0.037701,2.136919
1.564626,-1.235519,2.959709,-3.964789,0.182934,3.109882
1.568627,0.453877,2.850272,-2.290482,0.327818,-2.200655
1.572629,4.206464,2.680817,1.238401,0.472989,-1.236633
1.576631,6.639660,2.454926,3.532117,0.617838,-0.282727
1.580632,5.602454,2.177383,2.820373,0.762923,0.676602
1.584634,1.880922,1.854077,-0.290284,0.907738,1.653014
1.588635,-1.665167,1.491867,-2.950640,1.052718,2.632186
1.592637,-2.239775,1.098434,-2.883710,1.197500,-2.687814
1.596639,-0.209925,0.682108,-0.476355,1.342363,-1.725118
1.600640,2.230146,0.251688,2.230906,1.487115,-0.732189
1.604642,2.572043,-0.183747,2.692371,1.631858,0.279498
1.608643,0.051689,-0.615033,0.761673,1.776585,1.264489
1.612645,-2.525172,-1.033115,-1.384777,1.921213,2.211736
1.616647,-4.060020,-1.429240,-2.199501,2.065918,-3.105534
1.620648,-3.209164,-1.795144,-1.024628,2.210440,-2.096078
1.624650,-1.611363,-2.123219,0.799995,2.355122,-1.104721
1.628651,-1.023313,-2.406678,1.507627,2.499552,-0.205303
1.632653,-1.371768,-2.639681,1.177827,2.644211,0.643096
1.636655,-2.730804,-2.817458,0.026901,2.788570,1.553084
1.640656,-4.059384,-2.936401,-1.262202,2.933203,2.522091
1.644658,-4.302707,-2.994128,-1.447194,3.077512,-2.786526
1.648659,-3.129090,-2.989531,-0.389411,-3.061069,-1.826847
1.652661,-1.576205,-2.922790,0.996621,-2.916790,-0.876739
1.656663,-0.848713,-2.795366,1.610145,-2.772220,0.073536
1.660664,-1.454569,-2.609958,0.861179,-2.627950,1.039491
1.664666,-2.946579,-2.370450,-0.773615,-2.483419,2.023287
1.668667,-3.620944,-2.081826,-1.771202,-2.339138,2.992748
1.672669,-2.721240,-1.750067,-1.303294,-2.194649,-2.369825
1.676671,-0.738391,-1.382030,0.187826,-2.050344,-1.474300
1.680672,1.254103,-0.985307,1.865312,-1.905900,-0.546348
1.684674,1.827861,-0.568072,2.222195,-1.761560,0.419521
1.688675,0.107571,-0.138916,0.463856,-1.617163,1.395597
1.692677,-2.129851,0.293328,-2.078649,-1.472780,2.373334
1.696679,-2.652471,0.719753,-3.040781,-1.328425,-2.920953
1.700680,-0.011908,1.131564,-1.140812,-1.183996,-1.925135
