time_s,eeg_uv,theta_filtered,gamma_filtered,theta_phase_rad,gamma_phase_rad
0.288115,2.199514,1.347293,0.204770,0.273147,1.367115
0.292117,-0.171432,1.293997,-1.121690,0.398203,2.798544
0.296118,1.071787,1.219890,-0.506817,0.525395,-2.125590
0.300120,1.181499,1.126033,0.238122,0.650266,-1.162419
0.304122,1.903120,1.013753,0.541949,0.776976,-0.542952
0.308123,1.961238,0.884630,0.640237,0.901897,0.616832
0.312125,1.037822,0.740484,-0.249560,1.028270,1.937567
0.316126,1.022289,0.583353,-0.458200,1.153465,3.010753
0.320128,0.859678,0.415480,-0.384051,1.279664,-2.643584
0.324130,1.293937,0.239291,0.013043,1.405333,-1.548308
0.328131,1.600650,0.057375,0.535492,1.531529,-0.125261
0.332133,0.864298,-0.127545,0.029447,1.657837,1.449856
0.336134,0.758448,-0.312636,0.189543,1.784198,-0.422836
0.340136,0.597597,-0.494991,0.232433,1.911271,1.193475
0.344138,-0.756210,-0.671666,-0.800064,2.037955,2.699495
0.348139,-0.271482,-0.839721,-0.470728,2.165875,-2.117111
0.352141,0.408279,-0.996264,0.557437,2.293023,-0.666770
0.356142,0.445788,-1.138505,0.271583,2.421830,0.771726
0.360144,-0.302631,-1.263798,-0.015398,2.549563,1.794649
0.364146,-0.263691,-1.369701,0.024708,2.679256,1.346939
0.368147,-0.807074,-1.454024,-0.085696,2.807667,-2.375031
0.372149,-0.787114,-1.514885,0.359747,2.938204,0.143447
0.376150,-1.397798,-1.550759,-0.236803,3.067358,1.908805
0.380152,-2.498489,-1.560522,-0.843517,-3.084521,-2.709276
0.384154,-0.757346,-1.543493,0.442832,-2.954595,-1.028372
0.388155,-1.125324,-1.499463,0.355556,-2.822620,0.798499
0.392157,-1.119914,-1.428718,-0.166234,-2.691920,-2.457443
0.396158,-0.502786,-1.332052,0.537283,-2.559394,0.190723
0.400160,-1.080848,-1.210763,-0.370548,-2.427944,2.044545
0.404162,-1.346831,-1.066646,-0.671863,-2.294990,-2.449915
0.408163,0.115220,-0.901969,0.604534,-2.162841,-0.633120
0.412165,-0.168546,-0.719435,0.147087,-2.029579,1.285835
0.416166,-0.453950,-0.522144,-0.293151,-1.896800,-2.810385
0.420168,0.360356,-0.313531,0.239859,-1.763346,-0.284882
0.424170,0.293220,-0.097303,-0.059739,-1.630023,1.769913
0.428171,0.205821,0.122629,-0.333482,-1.496476,-3.062951
0.432173,0.776766,0.342232,-0.163898,-1.362710,-1.972482
0.436174,1.261217,0.557430,0.435599,-1.229154,-0.771441
0.440176,2.016499,0.764187,0.627839,-1.095051,0.600917
0.444178,0.778892,0.958592,-0.306900,-0.961550,1.994363
0.448179,1.200645,1.136940,-0.567056,-0.827222,-3.075466
0.452181,1.207511,1.295806,-0.309537,-0.693817,-2.285785
0.456182,2.413502,1.432121,0.155804,-0.559371,-1.305003
0.460184,2.499103,1.543231,0.593771,-0.426087,0.065807
0.464186,2.616449,1.626954,-0.004243,-0.291624,1.583436
0.468187,1.974081,1.681626,0.091022,-0.158465,0.125905
0.472189,2.441656,1.706130,-0.064788,-0.024072,1.704312
0.476190,0.984357,1.699920,-0.635616,0.108975,-2.920327
0.480192,2.111592,1.663029,0.162866,0.243228,-1.226779
0.484194,1.444716,1.596066,0.021613,0.376194,1.091126
0.488195,1.434110,1.500198,0.214766,0.510260,-1.115869
0.492197,1.856029,1.377131,0.708803,0.643188,0.599530
0.496198,0.075763,1.229070,-0.602633,0.777044,2.272876
0.500200,0.137737,1.058678,-0.532655,0.909988,-2.402517
0.504202,0.772070,0.869025,0.206843,1.043632,-0.996051
0.508203,0.402645,0.663527,0.188519,1.176649,-0.214870
0.512205,0.661537,0.445889,0.082102,1.310103,1.111736
0.516206,-0.257496,0.220033,-0.193451,1.443250,-2.594602
0.520208,0.670792,-0.009967,0.427842,1.576553,-0.429907
0.524210,-0.012749,-0.239961,0.167149,1.709880,1.319365
0.528211,-0.980511,-0.465793,-0.663296,1.843081,2.888422
0.532213,-0.473756,-0.683379,-0.257782,1.976627,-2.051849
0.536214,-0.381503,-0.888775,0.284336,2.109781,-0.927678
0.540216,-0.003881,-1.078250,0.425258,2.243569,0.388789
0.544218,-1.051702,-1.248355,-0.199334,2.376735,2.129125
0.548219,-1.082776,-1.395986,-0.089463,2.510770,-1.881326
0.552221,-0.912511,-1.518441,0.291249,2.644000,0.438729
0.556222,-1.786280,-1.613476,-0.201580,2.778265,2.426237
0.560224,-1.652022,-1.679350,0.024926,2.911600,-0.657593
0.564226,-2.128264,-1.714860,-0.346605,3.046058,2.629769
0.568227,-2.220012,-1.719370,-0.235465,-3.103659,-1.892145
0.572229,-0.836871,-1.692823,0.879388,-2.969067,-0.149499
0.576230,-2.108442,-1.635751,-0.040100,-2.835456,1.620322
0.580232,-2.341907,-1.549264,-0.588987,-2.700801,-2.851595
0.584234,-1.828815,-1.435028,0.211077,-2.567057,-1.062695
0.588235,-1.482409,-1.295240,0.306094,-2.432426,0.500592
0.592237,-1.989516,-1.132579,-0.133117,-2.298578,1.897451
0.596238,-1.978460,-0.950152,-0.543112,-2.164065,-2.791353
0.600240,-0.942711,-0.751433,0.387191,-2.030163,-1.003698
0.604242,-0.182671,-0.540189,0.503739,-1.895868,0.896771
0.608243,-1.238919,-0.320401,-0.803154,-1.761977,2.808561
0.612245,-0.029340,-0.096180,-0.060286,-1.627995,-1.646007
0.616246,1.108244,0.128319,0.602669,-1.494195,0.070973
0.620248,0.408442,0.348982,-0.017230,-1.360615,1.630922
0.624250,1.157814,0.561820,0.032392,-1.226993,1.105795
0.628251,0.614172,0.763044,-0.098423,-1.093888,1.930736
0.632253,1.019040,0.949143,-0.365675,-0.960531,-3.068529
0.636255,1.077353,1.116943,-0.105626,-0.827958,-1.864643
0.640256,1.605815,1.263660,0.226233,-0.694952,-0.660862
0.644258,1.716566,1.386952,0.081589,-0.562945,0.227803
0.648259,1.382800,1.484943,0.219816,-0.430367,-0.681239
0.652261,2.292016,1.556251,0.509749,-0.298942,0.654698
0.656263,0.657228,1.599998,-0.382271,-0.166859,2.022252
0.660264,0.887867,1.615811,-0.913678,-0.036008,-2.997495
0.664266,0.946978,1.603809,-0.309623,0.095533,-1.923424
0.668267,2.371011,1.564588,0.604273,0.225837,-0.919487
0.672269,2.548502,1.499195,1.129365,0.356805,0.262153
0.676271,1.318802,1.409095,-0.055907,0.486607,1.617971
0.680272,0.230625,1.296128,-0.930724,0.616996,3.082185
0.684274,0.712201,1.162471,-0.006924,0.746357,-1.586074
0.688275,0.671543,1.010589,-0.093214,0.876183,2.077559
0.692277,-0.174671,0.843184,-0.385843,1.005182,-2.191235
0.696279,1.185318,0.663148,0.758710,1.134489,-0.621506
0.700280,0.424869,0.473514,0.571646,1.263218,0.886411
0.704282,-0.365357,0.277408,-0.412934,1.392076,2.290872
0.708283,-0.730092,0.078005,-0.292562,1.520635,-3.055691
0.712285,-0.509344,-0.121518,-0.297654,1.649137,-2.809457
0.716287,-0.545822,-0.318020,-0.042219,1.777634,-1.670587
0.720288,0.039351,-0.508437,0.302136,1.905891,-0.348571
0.724290,-0.327965,-0.689820,0.111085,2.034431,0.025790
0.728291,-0.090475,-0.859366,0.336501,2.162567,0.272497
0.732293,-0.660402,-1.014452,-0.098922,2.291251,1.742666
0.736295,-1.433874,-1.152668,-0.613899,2.419392,-2.947063
0.740296,-0.770276,-1.271852,0.123011,2.548303,-1.319805
0.744298,-0.910764,-1.370110,0.252868,2.676571,0.294317
0.748299,-1.194415,-1.445856,0.013137,2.805776,1.221753
0.752301,-1.202750,-1.497828,0.105996,2.934280,0.786432
0.756303,-1.483624,-1.525119,-0.140016,3.063822,2.262781
0.760304,-1.565571,-1.527198,-0.189456,-3.090533,-2.814091
0.764306,-1.456355,-1.503920,-0.111668,-2.960634,-2.063450
0.768307,-1.292909,-1.455548,0.244552,-2.831410,-0.900225
0.772309,-0.976320,-1.382753,0.421809,-2.701157,0.616979
0.776311,-2.171087,-1.286617,-0.366185,-2.571498,2.329795
0.780312,-1.691633,-1.168627,-0.199924,-2.440918,-1.998324
0.784314,-1.390252,-1.030658,0.500302,-2.310811,0.151805
0.788315,-1.666262,-0.874953,-0.337958,-2.179951,2.149906
0.792317,-1.925195,-0.704091,-0.451618,-2.049414,-2.335706
0.796319,-0.400647,-0.520946,0.411433,-1.918337,-0.626735
0.800320,-0.562205,-0.328639,0.101151,-1.787414,1.081261
0.804322,-0.113039,-0.130482,0.087183,-1.656195,-0.597616
0.808323,0.233754,0.070080,0.123801,-1.524951,1.164095
0.812325,0.053353,0.269540,-0.310983,-1.393668,2.833843
0.816327,0.552451,0.464390,-0.052420,-1.262184,-1.930111
0.820328,0.782376,0.651197,-0.141767,-1.130913,-2.778285
0.824330,1.011300,0.826665,0.107387,-0.999279,-1.300267
0.828331,1.834429,0.987706,0.489226,-0.868090,0.277583
0.832333,1.168355,1.131493,-0.060272,-0.736401,1.703494
0.836335,1.071144,1.255524,-0.367187,-0.605351,2.762797
0.840336,1.308581,1.357660,-0.381954,-0.473700,-2.431726
0.844338,1.622839,1.436170,0.351191,-0.342834,-0.946574
0.848339,2.395888,1.489759,0.354549,-0.211308,0.807578
0.852341,0.785722,1.517588,-0.296650,-0.080656,3.100416
0.856343,2.330241,1.519285,0.382109,0.050670,-0.252647
0.860344,0.926144,1.494944,-0.149395,0.181093,1.799086
0.864346,0.840938,1.445117,-0.670936,0.312160,-2.700172
0.868347,1.514549,1.370795,0.331235,0.442355,-0.984788
0.872349,1.265940,1.273385,0.249170,0.573122,0.781578
0.876351,0.796374,1.154672,-0.202541,0.703108,2.928740
0.880352,0.541165,1.016786,0.058721,0.833554,-1.377064
0.884354,0.889793,0.862156,0.521288,0.963362,0.128569
0.888355,-0.070718,0.693462,-0.018067,1.093493,1.595194
0.892357,-1.012462,0.513588,-0.799647,1.223168,3.057595
0.896359,-0.546601,0.325569,-0.188505,1.353011,-1.864848
0.900360,-0.077604,0.132543,0.279208,1.482612,-0.887440
0.904362,0.068989,-0.062299,0.498320,1.612219,-0.099929
0.908363,-0.214093,-0.255762,0.199534,1.741813,1.245994
0.912365,-1.050758,-0.444691,-0.569747,1.871255,2.917913
0.916367,-0.725297,-0.626019,0.065632,2.000913,-1.419572
0.920368,-0.317438,-0.796805,0.255625,2.130276,0.757402
0.924370,-1.617389,-0.954277,-0.302738,2.260065,2.634448
0.928371,-1.012220,-1.095871,-0.253118,2.389442,-2.356950
0.932373,-1.481669,-1.219267,0.175490,2.519426,-1.222967
0.936375,-0.461820,-1.322418,0.723603,2.648911,0.211432
0.940376,-1.965857,-1.403586,-0.196485,2.779145,1.809167
0.944378,-2.337577,-1.461367,-0.663829,2.908832,-2.824054
0.948379,-1.619057,-1.494716,0.136648,3.039359,-1.207265
0.952381,-1.726783,-1.502967,0.063136,-3.113854,-0.636662
0.956383,-1.493702,-1.485849,0.236024,-2.983003,-0.302713
0.960384,-1.460403,-1.443496,0.015690,-2.852670,1.520035
0.964386,-1.905911,-1.376454,-0.196273,-2.721473,-2.483972
0.968387,-0.801599,-1.285681,0.301107,-2.590719,0.240981
0.972389,-1.978456,-1.172539,-0.389101,-2.459168,2.396800
0.976391,-1.324774,-1.038783,-0.337255,-2.327946,-2.075724
0.980392,-0.693823,-0.886544,0.643821,-2.196041,-0.430647
0.984394,-0.829147,-0.718296,0.272120,-2.064326,1.049612
0.988395,-1.111900,-0.536831,-0.143163,-1.932079,2.091234
0.992397,-1.276354,-0.345210,-0.179520,-1.799865,2.152715
0.996399,-1.132850,-0.146723,-0.667877,-1.667296,-3.100882
1.000400,-0.968085,0.055168,-0.194363,-1.534597,-1.780130
1.004402,0.861131,0.256890,0.916135,-1.401737,-0.437011
1.008403,0.264501,0.454824,0.596975,-1.268591,0.840561
1.012405,-0.185947,0.645369,-0.275566,-1.135478,1.980635
1.016407,-0.284121,0.825020,-0.508280,-1.001942,2.990360
1.020408,0.195388,0.990434,-0.225718,-0.868622,-2.314423
1.024410,1.077973,1.138502,-0.060603,-0.734767,-2.095953
1.028411,1.020811,1.266415,-0.205782,-0.601290,-2.217322
1.032413,2.300588,1.371731,0.271550,-0.467204,-1.094009
1.036415,2.547657,1.452425,0.689503,-0.333625,0.038774
1.040416,2.603369,1.506941,0.370740,-0.199403,1.046541
1.044418,1.352183,1.534225,-0.444400,-0.065777,2.109999
1.048419,1.039659,1.533751,-0.910211,0.068482,-2.901845
1.052421,1.529177,1.505533,0.088171,0.202104,-1.458393
1.056423,2.150362,1.450121,0.388863,0.336310,0.246212
1.060424,0.933763,1.368593,-0.236452,0.469884,-2.628504
1.064426,2.228767,1.262526,0.617411,0.603953,-0.618033
1.068427,1.496500,1.133961,0.633055,0.737442,0.970848
1.072429,0.267780,0.985361,-0.983250,0.871304,2.475903
1.076431,-0.347288,0.819550,-0.834568,1.004677,-2.386087
1.080432,1.120850,0.639659,0.389290,1.138278,-1.123074
1.084434,0.838119,0.449052,0.698740,1.271512,-0.148316
1.088435,0.697909,0.251261,0.562306,1.404813,0.733796
1.092437,-0.356005,0.049916,-0.250850,1.537893,1.857286
1.096439,-1.226488,-0.151331,-0.878655,1.670872,3.094599
1.100440,-0.439056,-0.348872,-0.312189,1.803788,-2.033488
1.104442,-0.406229,-0.539210,0.164972,1.936442,-1.240622
1.108443,0.374941,-0.719023,0.485914,2.069190,-0.637934
1.112445,0.003341,-0.885219,0.780487,2.201531,0.391002
1.116447,-0.407985,-1.034982,-0.047088,2.334113,1.619671
1.120448,-1.854601,-1.165823,-0.864113,2.466167,2.865046
1.124450,-1.103797,-1.275612,-0.459738,2.598583,-2.263776
1.128451,-0.669891,-1.362609,0.180253,2.730385,-1.241476
1.132453,-0.251198,-1.425489,0.434746,2.862640,-0.235864
1.136455,-0.289829,-1.463349,0.228371,2.994232,0.801459
1.140456,-0.750091,-1.475725,-0.032484,3.126332,1.710999
1.144458,-0.770112,-1.462583,-0.214380,-3.025426,2.830803
1.148459,-0.821559,-1.424320,-0.006724,-2.893477,-1.596514
1.152461,-0.551091,-1.361750,0.364204,-2.762169,0.483529
1.156463,-1.038334,-1.276086,-0.397426,-2.630370,2.302362
1.160464,-1.456839,-1.168914,-0.421171,-2.499142,-2.330052
1.164466,0.033603,-1.042172,0.237154,-2.367492,-0.900710
1.168467,-0.559495,-0.898106,0.153041,-2.236314,-0.797590
1.172469,0.585045,-0.739239,0.539724,-2.104818,0.121262
1.176471,-0.256591,-0.568325,-0.052738,-1.973668,1.645694
1.180472,-0.484394,-0.388302,-0.557218,-1.842331,-3.054020
1.184474,0.256003,-0.202246,-0.027328,-1.711195,-1.715274
1.188475,0.153235,-0.013320,-0.200676,-1.580022,-2.383063
1.192477,1.062570,0.175279,0.355894,-1.448900,-0.862128
1.196479,1.404405,0.360372,0.394907,-1.317895,0.786043
1.200480,0.864374,0.538851,-0.230475,-1.186794,2.359823
1.204482,1.590818,0.707730,-0.057541,-1.055959,2.090181
1.208483,1.060331,0.864193,-0.457718,-0.924892,3.036123
1.212485,1.815703,1.005643,-0.131361,-0.794225,-1.760905
1.216487,2.580826,1.129741,0.692134,-0.663212,-0.395257
1.220488,2.564049,1.234445,0.575532,-0.532706,0.731559
1.224490,1.810972,1.318045,-0.266306,-0.401766,1.847620
1.228491,0.909700,1.379184,-1.222170,-0.271406,-3.094501
1.232493,2.101013,1.416885,-0.043430,-0.140557,-1.604917
1.236495,3.431052,1.430561,1.036743,-0.010322,-0.029308
1.240496,1.989546,1.420024,-0.070882,0.120423,1.685815
1.244498,2.112421,1.385487,-0.184547,0.250560,-2.246864
1.248499,2.174991,1.327559,0.415474,0.381192,0.238336
1.252501,1.540847,1.247232,-0.201676,0.511264,1.905220
1.256503,0.855273,1.145865,-0.659871,0.641783,-2.875373
1.260504,1.390297,1.025157,0.139359,0.771827,-1.340456
1.264506,1.903697,0.887125,0.366908,0.902243,0.388656
1.268507,0.874255,0.734064,-0.207818,1.032302,3.019268
1.272509,1.900016,0.568517,0.330023,1.162633,-0.651807
1.276511,1.208285,0.393233,0.229592,1.292747,1.197896
1.280512,0.669155,0.211121,-0.661909,1.423016,2.928263
1.284514,0.661311,0.025209,-0.042613,1.553220,-1.650765
1.288515,1.017571,-0.161406,0.243687,1.683455,0.081940
1.292517,0.227116,-0.345610,-0.026032,1.813779,-1.835183
1.296519,0.310703,-0.524318,0.361799,1.944009,-0.010503
1.300520,-0.205376,-0.694527,0.014504,2.074475,1.539675
1.304522,-1.278408,-0.853364,-0.409092,2.204733,2.876089
1.308523,-0.804085,-0.998134,-0.290701,2.335356,-2.370273
1.312525,-1.046712,-1.126363,0.211022,2.465676,-1.157736
1.316527,-0.046358,-1.235843,0.589200,2.596468,0.426243
1.320528,-1.589011,-1.324665,-0.422665,2.726888,2.216518
1.324530,-1.205813,-1.391252,-0.415048,2.857860,-2.203797
1.328531,-0.385742,-1.434383,0.584758,2.988423,-0.362061
1.332533,-0.963469,-1.453221,0.056223,3.119583,1.445543
1.336535,-1.121144,-1.447323,-0.218698,-3.032853,-2.948937
1.340536,-1.000164,-1.416650,0.092691,-2.901494,-0.248404
1.344538,-0.810672,-1.361573,-0.042528,-2.770515,1.860175
1.348539,-1.053757,-1.282872,-0.224466,-2.638950,3.002056
1.352541,-0.565198,-1.181726,-0.168343,-2.507698,-2.050848
1.356543,-0.006770,-1.059697,0.396286,-2.375917,-0.574009
1.360544,0.158785,-0.918715,0.224646,-2.244356,1.065681
1.364546,-0.498747,-0.761047,-0.338812,-2.112349,2.876862
1.368547,-0.066717,-0.589270,0.047454,-1.980447,-1.337439
1.372549,-0.145161,-0.406230,0.009860,-1.848202,1.460818
1.376551,-0.346508,-0.215006,0.002501,-1.715937,-1.558168
1.380552,0.331391,-0.018857,0.386376,-1.583448,0.400659
1.384554,-0.492572,0.178821,-0.267160,-1.450809,2.050795
1.388555,-0.106336,0.374560,-0.530734,-1.318073,-2.767772
1.392557,0.331206,0.564874,-0.020662,-1.185067,-1.622356
1.396559,1.142186,0.746321,0.128368,-1.052088,-1.183274
1.400560,1.331969,0.915571,0.511407,-0.918735,-0.388784
1.404562,1.726715,1.069468,0.487144,-0.785526,0.780859
1.408563,0.722904,1.205098,-0.204947,-0.651862,1.908701
1.412565,0.870022,1.319843,-0.438720,-0.518441,2.666744
1.416567,0.521741,1.411444,-0.638296,-0.384511,-3.000285
1.420568,1.376065,1.478050,-0.332676,-0.250900,-1.936540
1.424570,2.482736,1.518260,0.830086,-0.116761,-0.677580
1.428571,2.957019,1.531163,0.795903,0.017009,0.600699
1.432573,1.750971,1.516366,-0.125842,0.151290,1.749887
1.436575,1.719539,1.474002,-0.433818,0.285181,2.560755
1.440576,1.128539,1.404743,-0.571170,0.419533,-2.932864
1.444578,1.654336,1.309784,-0.142315,0.553501,-1.776573
1.448579,2.074093,1.190824,0.628351,0.687849,-0.440711
1.452581,1.660096,1.050036,0.339828,0.821850,0.936068
1.456583,0.922872,0.890020,-0.244513,0.956122,2.222075
1.460584,0.370483,0.713749,-0.298604,1.090105,-3.010655
1.464586,0.632782,0.524510,-0.098467,1.224235,-1.886388
1.468587,0.184806,0.325831,0.312376,1.358152,-0.390183
1.472589,0.162888,0.121410,0.043825,1.492080,1.419849
1.476591,-1.011633,-0.084965,-0.199297,1.625884,-2.621776
1.480592,-0.293842,-0.289491,0.264510,1.759562,-0.236017
1.484594,-1.147540,-0.488430,-0.053971,1.893209,1.735219
1.488595,-1.317067,-0.678178,-0.258096,2.026602,-2.802965
1.492597,-0.912209,-0.855338,0.053143,2.160055,-1.037572
1.496599,-1.382357,-1.016779,-0.104465,2.293140,2.876921
1.500600,-1.020267,-1.159692,-0.117203,2.426368,-2.015144
1.504602,-1.173717,-1.281635,0.287368,2.559139,-0.871203
1.508603,-0.717052,-1.380573,0.613466,2.692118,0.348334
1.512605,-1.816290,-1.454907,-0.080600,2.824576,1.671966
1.516607,-2.676181,-1.503491,-0.787097,2.957290,3.028283
1.520608,-2.032122,-1.525642,-0.226100,3.089450,-1.930546
1.524610,-1.541365,-1.521150,0.333532,-3.061298,-0.681958
1.528611,-1.351575,-1.490260,0.196011,-2.929412,0.453086
1.532613,-1.181359,-1.433665,0.059311,-2.797250,0.453747
1.536615,-1.119893,-1.352480,0.152755,-2.665603,0.735172
1.540616,-0.676213,-1.248217,-0.154652,-2.533705,2.103462
1.544618,-1.420943,-1.122750,-0.257651,-2.402252,-2.805805
1.548619,-0.245900,-0.978279,-0.077504,-2.270590,-2.012472
1.552621,-1.042450,-0.817293,0.045193,-2.139276,-1.425448
1.556623,0.216351,-0.642526,0.487808,-2.007812,-0.105530
1.560624,-0.739197,-0.456916,0.129449,-1.876578,1.308286
1.564626,-0.675374,-0.263557,-0.234398,-1.745264,2.392347
1.568627,-0.727120,-0.065659,-0.318085,-1.614049,2.632500
1.572629,-0.748681,0.133499,-0.573311,-1.482831,-2.569897
1.576631,0.369042,0.330621,0.282045,-1.351578,-1.220049
1.580632,1.079766,0.522433,0.693845,-1.220399,0.035445
1.584634,0.611625,0.705736,0.317672,-1.089056,0.902471
1.588635,0.763635,0.877452,-0.034000,-0.957860,1.631606
1.592637,-0.050086,1.034670,-0.513533,-0.826384,2.642699
1.596639,0.623690,1.174691,-0.453616,-0.695114,-2.877085
1.600640,0.491494,1.295072,-0.493649,-0.563468,-2.411477
1.604642,1.461530,1.393668,0.230143,-0.432071,-1.361980
1.608643,2.859519,1.468669,1.398371,-0.300229,-0.108802
1.612645,1.692985,1.518638,0.616713,-0.168660,1.124986
1.616647,0.757745,1.542544,-0.794623,-0.036606,2.235034
1.620648,-0.173464,1.539781,-1.187799,0.095175,-3.064935
1.624650,1.091136,1.510193,-0.569953,0.227449,-2.073483
1.628651,1.995862,1.454084,0.585162,0.359471,-1.025935
1.632653,2.725997,1.372222,0.980732,0.491965,-0.022814
1.636655,2.290360,1.265841,0.589353,0.624247,0.837401
1.640656,1.159510,1.136625,-0.162378,0.756951,1.739837
1.644658,0.491164,0.986690,-1.027821,0.889498,2.894561
1.648659,0.322654,0.818550,-0.432696,1.022390,-2.048626
1.652661,1.735069,0.635082,0.481399,1.155197,-0.596026
1.656663,0.668589,0.439471,0.061476,1.288253,1.122853
1.660664,0.969375,0.235161,0.073389,1.421302,-1.169816
1.664666,0.726098,0.025791,0.236498,1.554493,0.233130
1.668667,0.206385,-0.184878,0.127704,1.687757,0.705749
1.672669,0.037256,-0.393028,0.123342,1.821050,1.224243
1.676671,-1.314504,-0.594862,-0.449656,1.954493,2.490456
1.680672,-1.275819,-0.786680,-0.472738,2.087854,-2.431936
1.684674,-0.992690,-0.964954,0.284480,2.221433,-1.052352
1.688675,-0.754280,-1.126396,0.440110,2.354830,0.457182
1.692677,-1.519845,-1.268022,-0.278261,2.488499,2.286969
1.696679,-1.447679,-1.387216,-0.158663,2.621905,-1.930605
1.700680,-0.822996,-1.481773,0.512884,2.755622,0.012764
1.704682,-1.368785,-1.549947,-0.118467,2.889017,1.833392
1.708683,-1.846151,-1.590479,-0.205305,3.022741,-2.600509
